"subject","theory","step","dist_type","mu"
1,"CR",400,"labelled",0.193293719714085
1,"CR",400,"unlabelled",0.196757396441678
1,"CR",400,"between",0.874310553422565
1,"CR",400,"r_labelled",0.221081306816463
1,"CR",400,"r_unlabelled",0.225042916011312
1,"CR",500,"labelled",0.19795477898394
1,"CR",500,"unlabelled",0.21101610585478
1,"CR",500,"between",1.0536306831632
1,"CR",500,"r_labelled",0.1878787151392
1,"CR",500,"r_unlabelled",0.200275209546166
1,"CR",600,"labelled",0.202022868467791
1,"CR",600,"unlabelled",0.219659352300796
1,"CR",600,"between",1.20773641313241
1,"CR",600,"r_labelled",0.167273973253668
1,"CR",600,"r_unlabelled",0.181876897899505
1,"CR",700,"labelled",0.205574891734366
1,"CR",700,"unlabelled",0.224431967566579
1,"CR",700,"between",1.32819906221329
1,"CR",700,"r_labelled",0.154777169765351
1,"CR",700,"r_unlabelled",0.16897464691218
1,"CR",800,"labelled",0.208815492442858
1,"CR",800,"unlabelled",0.227156930972455
1,"CR",800,"between",1.4162263760627
1,"CR",800,"r_labelled",0.147444996062984
1,"CR",800,"r_unlabelled",0.160395918909505
1,"CR",900,"labelled",0.211920736125613
1,"CR",900,"unlabelled",0.228973490199772
1,"CR",900,"between",1.47776645604038
1,"CR",900,"r_labelled",0.143406108089262
1,"CR",900,"r_unlabelled",0.154945654141655
1,"CR",1000,"labelled",0.214996844984276
1,"CR",1000,"unlabelled",0.230468655941347
1,"CR",1000,"between",1.51956483708326
1,"CR",1000,"r_labelled",0.141485798919218
1,"CR",1000,"r_unlabelled",0.151667536861226
1,"CR",1100,"labelled",0.21810280296598
1,"CR",1100,"unlabelled",0.231910279612127
1,"CR",1100,"between",1.54739561351245
1,"CR",1100,"r_labelled",0.140948314097199
1,"CR",1100,"r_unlabelled",0.149871356482465
1,"CR",1200,"labelled",0.221271020765741
1,"CR",1200,"unlabelled",0.233408203121262
1,"CR",1200,"between",1.5656435372312
1,"CR",1200,"r_labelled",0.14132911834903
1,"CR",1200,"r_unlabelled",0.14908131868512
1,"CR",1300,"labelled",0.224518535368761
1,"CR",1300,"unlabelled",0.235001064214887
1,"CR",1300,"between",1.57744029072423
1,"CR",1300,"r_labelled",0.142330924783011
1,"CR",1300,"r_unlabelled",0.148976202520473
1,"CR",1400,"labelled",0.227853587366369
1,"CR",1400,"unlabelled",0.236696496606554
1,"CR",1400,"between",1.58494726862648
1,"CR",1400,"r_labelled",0.143760989325422
1,"CR",1400,"r_unlabelled",0.149340297492469
1,"CR",1500,"labelled",0.231279881793809
1,"CR",1500,"unlabelled",0.238488682198105
1,"CR",1500,"between",1.58962561169185
1,"CR",1500,"r_labelled",0.145493303638746
1,"CR",1500,"r_unlabelled",0.150028208179334
1,"CR",1600,"labelled",0.234799072783363
1,"CR",1600,"unlabelled",0.240366505530687
1,"CR",1600,"between",1.59244955771428
1,"CR",1600,"r_labelled",0.147445218371866
1,"CR",1600,"r_unlabelled",0.150941362234228
1,"CR",1700,"labelled",0.238411923131569
1,"CR",1700,"unlabelled",0.242317716388151
1,"CR",1700,"between",1.59406228124476
1,"CR",1700,"r_labelled",0.149562489456434
1,"CR",1700,"r_unlabelled",0.152012703166737
1,"CR",1800,"labelled",0.242118718638315
1,"CR",1800,"unlabelled",0.244331020946238
1,"CR",1800,"between",1.59488526978154
1,"CR",1800,"r_labelled",0.151809489513611
1,"CR",1800,"r_unlabelled",0.153196612681553
2,"LaF",0,"labelled",0.288056407269371
2,"LaF",0,"unlabelled",0.180797692167039
2,"LaF",0,"between",1.69275224206694
2,"LaF",0,"r_labelled",0.170170447931375
2,"LaF",0,"r_unlabelled",0.10680694296188
2,"LaF",100,"labelled",0.231328442827212
2,"LaF",100,"unlabelled",0.143073155085133
2,"LaF",100,"between",0.469479943685152
2,"LaF",100,"r_labelled",0.49273338709938
2,"LaF",100,"r_unlabelled",0.304748172972182
2,"LaF",200,"labelled",0.239708780181831
2,"LaF",200,"unlabelled",0.145475635936342
2,"LaF",200,"between",0.656248039652857
2,"LaF",200,"r_labelled",0.36527161331961
2,"LaF",200,"r_unlabelled",0.221677821717069
2,"LaF",300,"labelled",0.241753124717074
2,"LaF",300,"unlabelled",0.152039590095538
2,"LaF",300,"between",0.87553503523194
2,"LaF",300,"r_labelled",0.276120446342882
2,"LaF",300,"r_unlabelled",0.173653347927145
2,"LaF",400,"labelled",0.244495350178277
2,"LaF",400,"unlabelled",0.15574321844829
2,"LaF",400,"between",1.09891367921617
2,"LaF",400,"r_labelled",0.222488221597777
2,"LaF",400,"r_unlabelled",0.141724706311216
2,"LaF",500,"labelled",0.246862920268744
2,"LaF",500,"unlabelled",0.15734804287883
2,"LaF",500,"between",1.28976710494935
2,"LaF",500,"r_labelled",0.191401160195072
2,"LaF",500,"r_unlabelled",0.121997252275254
2,"LaF",600,"labelled",0.247782231768619
2,"LaF",600,"unlabelled",0.157883094567686
2,"LaF",600,"between",1.43267988950849
2,"LaF",600,"r_labelled",0.172950170923126
2,"LaF",600,"r_unlabelled",0.110201235966152
2,"LaF",700,"labelled",0.247967820138781
2,"LaF",700,"unlabelled",0.158063950676631
2,"LaF",700,"between",1.53119638721723
2,"LaF",700,"r_labelled",0.161943838301129
2,"LaF",700,"r_unlabelled",0.103229051476469
2,"LaF",800,"labelled",0.248315209041582
2,"LaF",800,"unlabelled",0.158365210013191
2,"LaF",800,"between",1.59595246193703
2,"LaF",800,"r_labelled",0.155590604960876
2,"LaF",800,"r_unlabelled",0.0992292776822318
2,"LaF",900,"labelled",0.249171525190517
2,"LaF",900,"unlabelled",0.15899468631484
2,"LaF",900,"between",1.63731053334708
2,"LaF",900,"r_labelled",0.152183425267012
2,"LaF",900,"r_unlabelled",0.0971072274175226
2,"LaF",1000,"labelled",0.250559066483554
2,"LaF",1000,"unlabelled",0.159964816259582
2,"LaF",1000,"between",1.66318628702326
2,"LaF",1000,"r_labelled",0.150650031471821
2,"LaF",1000,"r_unlabelled",0.0961797349507279
2,"LaF",1100,"labelled",0.252402399857502
2,"LaF",1100,"unlabelled",0.161212495451886
2,"LaF",1100,"between",1.67906660083278
2,"LaF",1100,"r_labelled",0.150323042416731
2,"LaF",1100,"r_unlabelled",0.0960131631299963
2,"LaF",1200,"labelled",0.254620122552259
2,"LaF",1200,"unlabelled",0.162666509688909
2,"LaF",1200,"between",1.68857980007026
2,"LaF",1200,"r_labelled",0.150789511127437
2,"LaF",1200,"r_unlabelled",0.0963333267886664
2,"LaF",1300,"labelled",0.257149253324704
2,"LaF",1300,"unlabelled",0.164269479362973
2,"LaF",1300,"between",1.69406384040149
2,"LaF",1300,"r_labelled",0.151794310929722
2,"LaF",1300,"r_unlabelled",0.0969677030140971
2,"LaF",1400,"labelled",0.259946204227591
2,"LaF",1400,"unlabelled",0.16598050243325
2,"LaF",1400,"between",1.69700265903759
2,"LaF",1400,"r_labelled",0.153179609261787
2,"LaF",1400,"r_unlabelled",0.0978080391031217
2,"LaF",1500,"labelled",0.262982039755158
2,"LaF",1500,"unlabelled",0.167772090972983
2,"LaF",1500,"between",1.69832983676855
2,"LaF",1500,"r_labelled",0.154847447216461
2,"LaF",1500,"r_unlabelled",0.0987865179900546
2,"LaF",1600,"labelled",0.266237710737492
2,"LaF",1600,"unlabelled",0.169626381238009
2,"LaF",1600,"between",1.69862978430098
2,"LaF",1600,"r_labelled",0.156736749348272
2,"LaF",1600,"r_unlabelled",0.0998607129144469
2,"LaF",1700,"labelled",0.269700520155454
2,"LaF",1700,"unlabelled",0.171532030487705
2,"LaF",1700,"between",1.69826745635849
2,"LaF",1700,"r_labelled",0.158809214146846
2,"LaF",1700,"r_unlabelled",0.101004132090897
2,"LaF",1800,"labelled",0.273361750915848
2,"LaF",1800,"unlabelled",0.173481988107989
2,"LaF",1800,"between",1.69747067746327
2,"LaF",1800,"r_labelled",0.161040632127068
2,"LaF",1800,"r_unlabelled",0.102200285643369
2,"LaF",1900,"labelled",0.277215126903004
2,"LaF",1900,"unlabelled",0.175471985818719
2,"LaF",1900,"between",1.69638190564372
2,"LaF",1900,"r_labelled",0.163415517449658
2,"LaF",1900,"r_unlabelled",0.103438963381382
2,"LaF",2000,"labelled",0.281255818203386
2,"LaF",2000,"unlabelled",0.177499544596391
2,"LaF",2000,"between",1.69509059591239
2,"LaF",2000,"r_labelled",0.165923767662695
2,"LaF",2000,"r_unlabelled",0.104713898492753
2,"LaF",2100,"labelled",0.285479789912342
2,"LaF",2100,"unlabelled",0.179563331062741
2,"LaF",2100,"between",1.69365336358257
2,"LaF",2100,"r_labelled",0.168558570514375
2,"LaF",2100,"r_unlabelled",0.106021299826614
3,"CR",0,"labelled",0.242231374023004
3,"CR",0,"unlabelled",0.244392275284582
3,"CR",0,"between",1.59490091473559
3,"CR",0,"r_labelled",0.15187863508321
3,"CR",0,"r_unlabelled",0.153233516280915
3,"CR",100,"labelled",0.181102482706681
3,"CR",100,"unlabelled",0.149120276927398
3,"CR",100,"between",0.450942111076237
3,"CR",100,"r_labelled",0.401609160595923
3,"CR",100,"r_unlabelled",0.330686075362315
3,"CR",200,"labelled",0.184340157129294
3,"CR",200,"unlabelled",0.159144565406388
3,"CR",200,"between",0.53661649030502
3,"CR",200,"r_labelled",0.343523094164536
3,"CR",200,"r_unlabelled",0.296570396701615
3,"CR",300,"labelled",0.188330364009451
3,"CR",300,"unlabelled",0.177773421244031
3,"CR",300,"between",0.690748875899672
3,"CR",300,"r_labelled",0.272646645662881
3,"CR",300,"r_unlabelled",0.257363316027823
3,"CR",400,"labelled",0.193293719714085
3,"CR",400,"unlabelled",0.196757396441678
3,"CR",400,"between",0.874310553422565
3,"CR",400,"r_labelled",0.221081306816463
3,"CR",400,"r_unlabelled",0.225042916011312
3,"CR",500,"labelled",0.19795477898394
3,"CR",500,"unlabelled",0.21101610585478
3,"CR",500,"between",1.0536306831632
3,"CR",500,"r_labelled",0.1878787151392
3,"CR",500,"r_unlabelled",0.200275209546166
3,"CR",600,"labelled",0.202022868467791
3,"CR",600,"unlabelled",0.219659352300796
3,"CR",600,"between",1.20773641313241
3,"CR",600,"r_labelled",0.167273973253668
3,"CR",600,"r_unlabelled",0.181876897899505
3,"CR",700,"labelled",0.205574891734366
3,"CR",700,"unlabelled",0.224431967566579
3,"CR",700,"between",1.32819906221329
3,"CR",700,"r_labelled",0.154777169765351
3,"CR",700,"r_unlabelled",0.16897464691218
3,"CR",800,"labelled",0.208815492442858
3,"CR",800,"unlabelled",0.227156930972455
3,"CR",800,"between",1.4162263760627
3,"CR",800,"r_labelled",0.147444996062984
3,"CR",800,"r_unlabelled",0.160395918909505
3,"CR",900,"labelled",0.211920736125613
3,"CR",900,"unlabelled",0.228973490199772
3,"CR",900,"between",1.47776645604038
3,"CR",900,"r_labelled",0.143406108089262
3,"CR",900,"r_unlabelled",0.154945654141655
3,"CR",1000,"labelled",0.214996844984276
3,"CR",1000,"unlabelled",0.230468655941347
3,"CR",1000,"between",1.51956483708326
3,"CR",1000,"r_labelled",0.141485798919218
3,"CR",1000,"r_unlabelled",0.151667536861226
3,"CR",1100,"labelled",0.21810280296598
3,"CR",1100,"unlabelled",0.231910279612127
3,"CR",1100,"between",1.54739561351245
3,"CR",1100,"r_labelled",0.140948314097199
3,"CR",1100,"r_unlabelled",0.149871356482465
3,"CR",1200,"labelled",0.221271020765741
3,"CR",1200,"unlabelled",0.233408203121262
3,"CR",1200,"between",1.5656435372312
3,"CR",1200,"r_labelled",0.14132911834903
3,"CR",1200,"r_unlabelled",0.14908131868512
3,"CR",1300,"labelled",0.224518535368761
3,"CR",1300,"unlabelled",0.235001064214887
3,"CR",1300,"between",1.57744029072423
3,"CR",1300,"r_labelled",0.142330924783011
3,"CR",1300,"r_unlabelled",0.148976202520473
3,"CR",1400,"labelled",0.227853587366369
3,"CR",1400,"unlabelled",0.236696496606554
3,"CR",1400,"between",1.58494726862648
3,"CR",1400,"r_labelled",0.143760989325422
3,"CR",1400,"r_unlabelled",0.149340297492469
3,"CR",1500,"labelled",0.231279881793809
3,"CR",1500,"unlabelled",0.238488682198105
3,"CR",1500,"between",1.58962561169185
3,"CR",1500,"r_labelled",0.145493303638746
3,"CR",1500,"r_unlabelled",0.150028208179334
3,"CR",1600,"labelled",0.234799072783363
3,"CR",1600,"unlabelled",0.240366505530687
3,"CR",1600,"between",1.59244955771428
3,"CR",1600,"r_labelled",0.147445218371866
3,"CR",1600,"r_unlabelled",0.150941362234228
3,"CR",1700,"labelled",0.238411923131569
3,"CR",1700,"unlabelled",0.242317716388151
3,"CR",1700,"between",1.59406228124476
3,"CR",1700,"r_labelled",0.149562489456434
3,"CR",1700,"r_unlabelled",0.152012703166737
3,"CR",1800,"labelled",0.242118718638315
3,"CR",1800,"unlabelled",0.244331020946238
3,"CR",1800,"between",1.59488526978154
3,"CR",1800,"r_labelled",0.151809489513611
3,"CR",1800,"r_unlabelled",0.153196612681553
4,"LaF",0,"labelled",0.165980323164488
4,"LaF",0,"unlabelled",0.193490487281211
4,"LaF",0,"between",1.70201689754199
4,"LaF",0,"r_labelled",0.0975197857343206
4,"LaF",0,"r_unlabelled",0.113683058940628
4,"LaF",100,"labelled",0.114312035333535
4,"LaF",100,"unlabelled",0.182567651200396
4,"LaF",100,"between",0.423042339387424
4,"LaF",100,"r_labelled",0.270214171704567
4,"LaF",100,"r_unlabelled",0.431558816228085
4,"LaF",200,"labelled",0.125341831142844
4,"LaF",200,"unlabelled",0.192253449717284
4,"LaF",200,"between",0.616252927272752
4,"LaF",200,"r_labelled",0.203393486011577
4,"LaF",200,"r_unlabelled",0.311971661648908
4,"LaF",300,"labelled",0.131729907817585
4,"LaF",300,"unlabelled",0.192777737238128
4,"LaF",300,"between",0.847248989180011
4,"LaF",300,"r_labelled",0.155479569170188
4,"LaF",300,"r_unlabelled",0.22753374710391
4,"LaF",400,"labelled",0.137300975972131
4,"LaF",400,"unlabelled",0.189928962219838
4,"LaF",400,"between",1.0818352234926
4,"LaF",400,"r_labelled",0.126914869280063
4,"LaF",400,"r_unlabelled",0.175561821334188
4,"LaF",500,"labelled",0.141708247411187
4,"LaF",500,"unlabelled",0.184562943258186
4,"LaF",500,"between",1.28086497078252
4,"LaF",500,"r_labelled",0.110634805887941
4,"LaF",500,"r_unlabelled",0.144092427748595
4,"LaF",600,"labelled",0.144912193985262
4,"LaF",600,"unlabelled",0.178801944387932
4,"LaF",600,"between",1.42909975465243
4,"LaF",600,"r_labelled",0.101401034821748
4,"LaF",600,"r_unlabelled",0.125115089975939
4,"LaF",700,"labelled",0.147343399865796
4,"LaF",700,"unlabelled",0.174297450178899
4,"LaF",700,"between",1.53184148166732
4,"LaF",700,"r_labelled",0.0961871065832614
4,"LaF",700,"r_unlabelled",0.113782954871536
4,"LaF",800,"labelled",0.149330880136375
4,"LaF",800,"unlabelled",0.171667928292597
4,"LaF",800,"between",1.60005746369091
4,"LaF",800,"r_labelled",0.0933284482120465
4,"LaF",800,"r_unlabelled",0.107288601933461
4,"LaF",900,"labelled",0.151095223638294
4,"LaF",900,"unlabelled",0.170804262391758
4,"LaF",900,"between",1.64390200494959
4,"LaF",900,"r_labelled",0.0919125490347749
4,"LaF",900,"r_unlabelled",0.103901730077272
4,"LaF",1000,"labelled",0.152771508221385
4,"LaF",1000,"unlabelled",0.171358311391724
4,"LaF",1000,"between",1.67124111473279
4,"LaF",1000,"r_labelled",0.0914120092394994
4,"LaF",1000,"r_unlabelled",0.102533566150999
4,"LaF",1100,"labelled",0.154444171619793
4,"LaF",1100,"unlabelled",0.172987390002936
4,"LaF",1100,"between",1.68770552135905
4,"LaF",1100,"r_labelled",0.0915113268666824
4,"LaF",1100,"r_unlabelled",0.102498562583143
4,"LaF",1200,"labelled",0.156169233732357
4,"LaF",1200,"unlabelled",0.175420995972193
4,"LaF",1200,"between",1.69713333227804
4,"LaF",1200,"r_labelled",0.0920194252049325
4,"LaF",1200,"r_unlabelled",0.103363119818481
4,"LaF",1300,"labelled",0.157984280758399
4,"LaF",1300,"unlabelled",0.178462222025338
4,"LaF",1300,"between",1.70205494829731
4,"LaF",1300,"r_labelled",0.092819730007214
4,"LaF",1300,"r_unlabelled",0.104851034453304
4,"LaF",1400,"labelled",0.159913777176375
4,"LaF",1400,"unlabelled",0.18197248794331
4,"LaF",1400,"between",1.70410158567451
4,"LaF",1400,"r_labelled",0.0938405189694597
4,"LaF",1400,"r_unlabelled",0.106785000068692
4,"LaF",1500,"labelled",0.161972708736108
4,"LaF",1500,"unlabelled",0.185855316656756
4,"LaF",1500,"between",1.70430969672677
4,"LaF",1500,"r_labelled",0.095037133830305
4,"LaF",1500,"r_unlabelled",0.10905020197544
4,"LaF",1600,"labelled",0.164169250003639
4,"LaF",1600,"unlabelled",0.190043291977623
4,"LaF",1600,"between",1.7033323442943
4,"LaF",1600,"r_labelled",0.0963812203493705
4,"LaF",1600,"r_unlabelled",0.111571469076024
5,"CR",0,"labelled",0.251335245295569
5,"CR",0,"unlabelled",0.250013408970079
5,"CR",0,"between",1.60622894411002
5,"CR",0,"r_labelled",0.156475355656617
5,"CR",0,"r_unlabelled",0.155652411747944
5,"CR",100,"labelled",0.169419625406082
5,"CR",100,"unlabelled",0.162250320512274
5,"CR",100,"between",0.362842246548665
5,"CR",100,"r_labelled",0.46692364799742
5,"CR",100,"r_unlabelled",0.447164909972833
5,"CR",200,"labelled",0.17849611032642
5,"CR",200,"unlabelled",0.177568829809444
5,"CR",200,"between",0.467403379578686
5,"CR",200,"r_labelled",0.381888788410806
5,"CR",200,"r_unlabelled",0.379904890652489
5,"CR",300,"labelled",0.187413833614632
5,"CR",300,"unlabelled",0.191062452694361
5,"CR",300,"between",0.630090986912751
5,"CR",300,"r_labelled",0.297439318300522
5,"CR",300,"r_unlabelled",0.303229940854268
5,"CR",400,"labelled",0.198251054479058
5,"CR",400,"unlabelled",0.202223694428603
5,"CR",400,"between",0.823952447373377
5,"CR",400,"r_labelled",0.240609825374084
5,"CR",400,"r_unlabelled",0.245431268604466
5,"CR",500,"labelled",0.209991758244794
5,"CR",500,"unlabelled",0.209065429549014
5,"CR",500,"between",1.02307500315694
5,"CR",500,"r_labelled",0.205255487229005
5,"CR",500,"r_unlabelled",0.204350051466309
5,"CR",600,"labelled",0.219874742929259
5,"CR",600,"unlabelled",0.213345707385293
5,"CR",600,"between",1.19954222518194
5,"CR",600,"r_labelled",0.183298877116152
5,"CR",600,"r_unlabelled",0.177855937795716
5,"CR",700,"labelled",0.226846163299051
5,"CR",700,"unlabelled",0.216405139949704
5,"CR",700,"between",1.33737406557045
5,"CR",700,"r_labelled",0.169620578968151
5,"CR",700,"r_unlabelled",0.161813471279927
5,"CR",800,"labelled",0.231457977510413
5,"CR",800,"unlabelled",0.218983976792036
5,"CR",800,"between",1.43564434028487
5,"CR",800,"r_labelled",0.161222366163813
5,"CR",800,"r_unlabelled",0.152533584152593
5,"CR",900,"labelled",0.234671014334748
5,"CR",900,"unlabelled",0.221550911878147
5,"CR",900,"between",1.50168056892704
5,"CR",900,"r_labelled",0.156272258688425
5,"CR",900,"r_unlabelled",0.147535312410979
5,"CR",1000,"labelled",0.237182080555672
5,"CR",1000,"unlabelled",0.224328970501103
5,"CR",1000,"between",1.54435849551956
5,"CR",1000,"r_labelled",0.153579678062948
5,"CR",1000,"r_unlabelled",0.145257057316627
5,"CR",1100,"labelled",0.23937307938392
5,"CR",1100,"unlabelled",0.227392156474596
5,"CR",1100,"between",1.57112789929488
5,"CR",1100,"r_labelled",0.152357474837886
5,"CR",1100,"r_unlabelled",0.144731792094488
5,"CR",1200,"labelled",0.24143368537836
5,"CR",1200,"unlabelled",0.230745128499017
5,"CR",1200,"between",1.58744019694833
5,"CR",1200,"r_labelled",0.152089940674608
5,"CR",1200,"r_unlabelled",0.14535673781135
5,"CR",1300,"labelled",0.243457779718166
5,"CR",1300,"unlabelled",0.234365944263597
5,"CR",1300,"between",1.59703486711062
5,"CR",1300,"r_labelled",0.152443622072343
5,"CR",1300,"r_unlabelled",0.1467506746973
5,"CR",1400,"labelled",0.245492192990178
5,"CR",1400,"unlabelled",0.238226167909609
5,"CR",1400,"between",1.60238402785699
5,"CR",1400,"r_labelled",0.153204343479694
5,"CR",1400,"r_unlabelled",0.148669834301962
5,"CR",1500,"labelled",0.247558660505149
5,"CR",1500,"unlabelled",0.242299471414241
5,"CR",1500,"between",1.60508116050512
5,"CR",1500,"r_labelled",0.154234356864075
5,"CR",1500,"r_unlabelled",0.150957769224573
5,"CR",1600,"labelled",0.249664792363618
5,"CR",1600,"unlabelled",0.246564432320579
5,"CR",1600,"between",1.60613439886434
5,"CR",1600,"r_labelled",0.155444521043911
5,"CR",1600,"r_unlabelled",0.153514196878492
6,"LaF",0,"labelled",0.151676058400046
6,"LaF",0,"unlabelled",0.227072230441894
6,"LaF",0,"between",1.73217879331539
6,"LaF",0,"r_labelled",0.0875637428338088
6,"LaF",0,"r_unlabelled",0.131090526750577
6,"LaF",100,"labelled",0.121502176092109
6,"LaF",100,"unlabelled",0.160382090215734
6,"LaF",100,"between",0.495208055865251
6,"LaF",100,"r_labelled",0.245355814900496
6,"LaF",100,"r_unlabelled",0.323868096078338
6,"LaF",200,"labelled",0.116950160500573
6,"LaF",200,"unlabelled",0.168776330855334
6,"LaF",200,"between",0.624601256289486
6,"LaF",200,"r_labelled",0.187239713854129
6,"LaF",200,"r_unlabelled",0.27021452351532
6,"LaF",300,"labelled",0.115944104956797
6,"LaF",300,"unlabelled",0.179018995418263
6,"LaF",300,"between",0.836511901865016
6,"LaF",300,"r_labelled",0.138604250218435
6,"LaF",300,"r_unlabelled",0.21400651325957
