subject,model,explo_overlap,trial,labelled,i_presentation,error
1,LaF,0.25,0,no_label,77,0.000624895422381
1,LaF,0.25,0,no_label,78,0.000578929617457
1,LaF,0.25,0,no_label,79,0.000536205146752
1,LaF,0.25,0,no_label,80,0.000496753643527
1,LaF,0.25,0,no_label,81,0.000460101870219
1,LaF,0.25,0,no_label,82,0.000426242669973
1,LaF,0.25,0,no_label,83,0.000394799406782
1,LaF,0.25,0,no_label,84,0.000365740685359
1,LaF,0.25,0,no_label,85,0.000338764997944
1,LaF,0.25,0,no_label,86,0.000313826811389
1,LaF,0.25,0,no_label,87,0.000290683367808
1,LaF,0.25,0,no_label,88,0.000269281906617
1,LaF,0.25,0,no_label,89,0.000249425873308
1,LaF,0.25,0,no_label,90,0.000231059916193
1,LaF,0.25,0,no_label,91,0.000214024028158
1,LaF,0.25,0,no_label,92,0.000198263292483
1,LaF,0.25,0,no_label,93,0.000183646781033
1,LaF,0.25,0,no_label,94,0.000170121907564
1,LaF,0.25,0,no_label,95,0.000157581016105
1,LaF,0.25,0,no_label,96,0.000145974961169
1,LaF,0.25,0,no_label,97,0.000135214819253
1,LaF,0.25,0,no_label,98,0.000125255458272
1,LaF,0.25,0,no_label,99,0.000116023117947
1,LaF,0.25,1,label,0,1.8224961946
1,LaF,0.25,1,label,1,0.123322055367
1,LaF,0.25,1,label,2,0.904913821611
1,LaF,0.25,1,label,3,0.100492924865
1,LaF,0.25,1,label,4,0.45166327759
1,LaF,0.25,1,label,5,0.0664854913147
1,LaF,0.25,1,label,6,0.227585881788
1,LaF,0.25,1,label,7,0.0413392031994
1,LaF,0.25,1,label,8,0.115659334566
1,LaF,0.25,1,label,9,0.0250571305378
1,LaF,0.25,1,label,10,0.0592224348643
1,LaF,0.25,1,label,11,0.014983823915
1,LaF,0.25,1,label,12,0.0305408014831
1,LaF,0.25,1,label,13,0.00888291894742
1,LaF,0.25,1,label,14,0.0158626424973
1,LaF,0.25,1,label,15,0.00523448282786
1,LaF,0.25,1,label,16,0.0083004472143
1,LaF,0.25,1,label,17,0.00307151146438
1,LaF,0.25,1,label,18,0.00437773978898
1,LaF,0.25,1,label,19,0.00179714024072
1,LaF,0.25,1,label,20,0.00232827022362
1,LaF,0.25,1,label,21,0.00104962385498
1,LaF,0.25,1,label,22,0.00124925738414
1,LaF,0.25,1,label,23,0.00061247093016
1,LaF,0.25,1,label,24,0.000676494864246
1,LaF,0.25,1,label,25,0.00035730616431
1,LaF,0.25,1,label,26,0.00036979822666
1,LaF,0.25,1,label,27,0.000208516014906
1,LaF,0.25,1,label,28,0.000204063008377
1,LaF,0.25,1,label,29,0.000121778309119
1,LaF,0.25,1,label,30,0.000113653894871
1,LaF,0.25,1,label,31,7.11991206076e-05
1,LaF,0.25,1,label,32,6.38644688228e-05
1,LaF,0.25,1,label,33,4.16828352663e-05
1,LaF,0.25,1,label,34,3.61867017834e-05
1,LaF,0.25,1,label,35,2.44392751893e-05
1,LaF,0.25,1,label,36,2.06613078491e-05
1,LaF,0.25,1,label,37,1.43519224042e-05
1,LaF,0.25,1,label,38,1.18783696956e-05
1,LaF,0.25,1,label,39,8.44191703693e-06
1,LaF,0.25,1,no_label,0,1.52380249876
1,LaF,0.25,1,no_label,1,0.180265326398
1,LaF,0.25,1,no_label,2,0.874741619802
1,LaF,0.25,1,no_label,3,0.22406635598
1,LaF,0.25,1,no_label,4,0.538986310246
1,LaF,0.25,1,no_label,5,0.217585156981
1,LaF,0.25,1,no_label,6,0.355597502301
1,LaF,0.25,1,no_label,7,0.19263369869
1,LaF,0.25,1,no_label,8,0.249305990655
1,LaF,0.25,1,no_label,9,0.163625602664
1,LaF,0.25,1,no_label,10,0.183859656881
1,LaF,0.25,1,no_label,11,0.136516959175
1,LaF,0.25,1,no_label,12,0.141068821602
1,LaF,0.25,1,no_label,13,0.113215507271
1,LaF,0.25,1,no_label,14,0.111463206318
1,LaF,0.25,1,no_label,15,0.0938829134119
1,LaF,0.25,1,no_label,16,0.0899386592434
1,LaF,0.25,1,no_label,17,0.0780497483273
1,LaF,0.25,1,no_label,18,0.0736418469284
1,LaF,0.25,1,no_label,19,0.0651058399653
1,LaF,0.25,1,no_label,20,0.060910742958
1,LaF,0.25,1,no_label,21,0.054487454882
1,LaF,0.25,1,no_label,22,0.0507318709368
1,LaF,0.25,1,no_label,23,0.0457297486048
1,LaF,0.25,1,no_label,24,0.0424563929017
1,LaF,0.25,1,no_label,25,0.0384663025974
1,LaF,0.25,1,no_label,26,0.0356481352232
1,LaF,0.25,1,no_label,27,0.032412307023
1,LaF,0.25,1,no_label,28,0.0300000706914
1,LaF,0.25,1,no_label,29,0.0273459651969
1,LaF,0.25,1,no_label,30,0.025287049253
1,LaF,0.25,1,no_label,31,0.023092859899
1,LaF,0.25,1,no_label,32,0.021338167456
1,LaF,0.25,1,no_label,33,0.0195140733201
1,LaF,0.25,1,no_label,34,0.018020044531
1,LaF,0.25,1,no_label,35,0.0164975308893
1,LaF,0.25,1,no_label,36,0.0152263163291
1,LaF,0.25,1,no_label,37,0.0139517736153
1,LaF,0.25,1,no_label,38,0.0128707732714
1,LaF,0.25,1,no_label,39,0.0118014574352
1,LaF,0.25,1,no_label,40,0.0108826975656
1,LaF,0.25,1,no_label,41,0.0099840520708
1,LaF,0.25,1,no_label,42,0.00920357029636
1,LaF,0.25,1,no_label,43,0.00844736998647
1,LaF,0.25,1,no_label,44,0.00778466114764
1,LaF,0.25,1,no_label,45,0.00714767532107
1,LaF,0.25,1,no_label,46,0.00658520745718
1,LaF,0.25,1,no_label,47,0.00604820555648
1,LaF,0.25,1,no_label,48,0.00557100132201
1,LaF,0.25,1,no_label,49,0.005117993935
1,LaF,0.25,1,no_label,50,0.00471326941571
1,LaF,0.25,1,no_label,51,0.00433091673045
1,LaF,0.25,1,no_label,52,0.00398776977807
1,LaF,0.25,1,no_label,53,0.00366491290415
1,LaF,0.25,1,no_label,54,0.00337405414786
1,LaF,0.25,1,no_label,55,0.00310133894218
1,LaF,0.25,1,no_label,56,0.00285485970213
1,LaF,0.25,1,no_label,57,0.00262443174402
1,LaF,0.25,1,no_label,58,0.00241560395568
1,LaF,0.25,1,no_label,59,0.00222085921174
1,LaF,0.25,1,no_label,60,0.00204396316563
1,LaF,0.25,1,no_label,61,0.0018793428687
1,LaF,0.25,1,no_label,62,0.00172951912416
1,LaF,0.25,1,no_label,63,0.00159034016245
1,LaF,0.25,1,no_label,64,0.00146346244917
1,LaF,0.25,1,no_label,65,0.00134577654254
1,LaF,0.25,1,no_label,66,0.00123834285124
1,LaF,0.25,1,no_label,67,0.00113881924159
1,LaF,0.25,1,no_label,68,0.00104785864424
1,LaF,0.25,1,no_label,69,0.000963686111098
1,LaF,0.25,1,no_label,70,0.000886679152237
1,LaF,0.25,1,no_label,71,0.000815483990445
1,LaF,0.25,1,no_label,72,0.000750294760472
1,LaF,0.25,1,no_label,73,0.000690071996275
1,LaF,0.25,1,no_label,74,0.000634890239061
1,LaF,0.25,1,no_label,75,0.000583945862376
1,LaF,0.25,1,no_label,76,0.000537237684712
1,LaF,0.25,1,no_label,77,0.000494140073844
1,LaF,0.25,1,no_label,78,0.000454606015725
1,LaF,0.25,1,no_label,79,0.000418145050197
1,LaF,0.25,1,no_label,80,0.000384684444046
1,LaF,0.25,1,no_label,81,0.000353837059569
1,LaF,0.25,1,no_label,82,0.000325517755187
1,LaF,0.25,1,no_label,83,0.00029941890524
1,LaF,0.25,1,no_label,84,0.000275451567306
1,LaF,0.25,1,no_label,85,0.000253369728209
1,LaF,0.25,1,no_label,86,0.000233086026365
1,LaF,0.25,1,no_label,87,0.000214402524688
1,LaF,0.25,1,no_label,88,0.000197236634408
1,LaF,0.25,1,no_label,89,0.000181428192998
1,LaF,0.25,1,no_label,90,0.000166901110248
1,LaF,0.25,1,no_label,91,0.000153525106597
1,LaF,0.25,1,no_label,92,0.000141231352317
1,LaF,0.25,1,no_label,93,0.000129913364097
1,LaF,0.25,1,no_label,94,0.000119509717316
1,LaF,0.25,1,no_label,95,0.000109932997621
1,LaF,0.25,1,no_label,96,0.000101128949759
1,LaF,0.25,1,no_label,97,9.3025531195e-05
1,LaF,0.25,1,no_label,98,8.55752001273e-05
1,LaF,0.25,1,no_label,99,7.87183743462e-05
1,LaF,0.25,2,label,0,1.12152132139
1,LaF,0.25,2,label,1,0.0697369718595
1,LaF,0.25,2,label,2,0.57656633819
1,LaF,0.25,2,label,3,0.0672202415234
1,LaF,0.25,2,label,4,0.300382548564
1,LaF,0.25,2,label,5,0.0512483481412
1,LaF,0.25,2,label,6,0.158545030175
1,LaF,0.25,2,label,7,0.0357221576079
1,LaF,0.25,2,label,8,0.0846701917352
1,LaF,0.25,2,label,9,0.0237073902663
1,LaF,0.25,2,label,10,0.0457042557328
1,LaF,0.25,2,label,11,0.0152462224082
1,LaF,0.25,2,label,12,0.0249160694607
1,LaF,0.25,2,label,13,0.0095935766186
1,LaF,0.25,2,label,14,0.0137085471667
1,LaF,0.25,2,label,15,0.00594249002766
1,LaF,0.25,2,label,16,0.00760660497387
1,LaF,0.25,2,label,17,0.00363823990535
1,LaF,0.25,2,label,18,0.00425370936445
1,LaF,0.25,2,label,19,0.00220794728532
1,LaF,0.25,2,label,20,0.00239553993639
1,LaF,0.25,2,label,21,0.00133094187159
1,LaF,0.25,2,label,22,0.00135761594996
1,LaF,0.25,2,label,23,0.000798123179076
1,LaF,0.25,2,label,24,0.00077370423419
1,LaF,0.25,2,label,25,0.000476679741428
1,LaF,0.25,2,label,26,0.000443098208279
1,LaF,0.25,2,label,27,0.000283803831817
1,LaF,0.25,2,label,28,0.000254845305297
1,LaF,0.25,2,label,29,0.00016855725986
1,LaF,0.25,2,label,30,0.000147114535366
1,LaF,0.25,2,label,31,9.99200139276e-05
1,LaF,0.25,2,label,32,8.51951975553e-05
1,LaF,0.25,2,label,33,5.91455364106e-05
1,LaF,0.25,2,label,34,4.94721618699e-05
1,LaF,0.25,2,label,35,3.49708441397e-05
1,LaF,0.25,2,label,36,2.87954920718e-05
1,LaF,0.25,2,label,37,2.06597397741e-05
