subject,model,explo_overlap,trial,labelled,looking_time
-31,CR,0.625,6,no_label,20
-31,CR,0.625,7,label,21
-31,CR,0.625,7,no_label,18
-30,CR,0.625,0,no_label,37
-30,CR,0.625,0,label,32
-30,CR,0.625,1,no_label,32
-30,CR,0.625,1,label,31
-30,CR,0.625,2,no_label,30
-30,CR,0.625,2,label,29
-30,CR,0.625,3,no_label,28
-30,CR,0.625,3,label,27
-30,CR,0.625,4,no_label,27
-30,CR,0.625,4,label,26
-30,CR,0.625,5,no_label,25
-30,CR,0.625,5,label,24
-30,CR,0.625,6,no_label,23
-30,CR,0.625,6,label,22
-30,CR,0.625,7,no_label,21
-30,CR,0.625,7,label,20
-29,CR,0.625,0,label,37
-29,CR,0.625,0,no_label,36
-29,CR,0.625,1,label,37
-29,CR,0.625,1,no_label,35
-29,CR,0.625,2,label,36
-29,CR,0.625,2,no_label,34
-29,CR,0.625,3,label,34
-29,CR,0.625,3,no_label,32
-29,CR,0.625,4,label,32
-29,CR,0.625,4,no_label,31
-29,CR,0.625,5,label,31
-29,CR,0.625,5,no_label,29
-29,CR,0.625,6,label,29
-29,CR,0.625,6,no_label,28
-29,CR,0.625,7,label,28
-29,CR,0.625,7,no_label,26
-28,CR,0.625,0,no_label,37
-28,CR,0.625,0,label,30
-28,CR,0.625,1,no_label,36
-28,CR,0.625,1,label,29
-28,CR,0.625,2,no_label,34
-28,CR,0.625,2,label,27
-28,CR,0.625,3,no_label,32
-28,CR,0.625,3,label,26
-28,CR,0.625,4,no_label,30
-28,CR,0.625,4,label,24
-28,CR,0.625,5,no_label,28
-28,CR,0.625,5,label,22
-28,CR,0.625,6,no_label,26
-28,CR,0.625,6,label,20
-28,CR,0.625,7,no_label,24
-28,CR,0.625,7,label,18
-27,CR,0.625,0,label,34
-27,CR,0.625,0,no_label,31
-27,CR,0.625,1,label,34
-27,CR,0.625,1,no_label,30
-27,CR,0.625,2,label,32
-27,CR,0.625,2,no_label,29
-27,CR,0.625,3,label,30
-27,CR,0.625,3,no_label,27
-27,CR,0.625,4,label,29
-27,CR,0.625,4,no_label,25
-27,CR,0.625,5,label,27
-27,CR,0.625,5,no_label,24
-27,CR,0.625,6,label,25
-27,CR,0.625,6,no_label,22
-27,CR,0.625,7,label,23
-27,CR,0.625,7,no_label,20
-26,CR,0.625,0,no_label,33
-26,CR,0.625,0,label,32
-26,CR,0.625,1,no_label,30
-26,CR,0.625,1,label,31
-26,CR,0.625,2,no_label,28
-26,CR,0.625,2,label,30
-26,CR,0.625,3,no_label,27
-26,CR,0.625,3,label,28
-26,CR,0.625,4,no_label,25
-26,CR,0.625,4,label,26
-26,CR,0.625,5,no_label,23
-26,CR,0.625,5,label,24
-26,CR,0.625,6,no_label,22
-26,CR,0.625,6,label,23
-26,CR,0.625,7,no_label,20
-26,CR,0.625,7,label,21
-25,CR,0.625,0,label,34
-25,CR,0.625,0,no_label,33
-25,CR,0.625,1,label,32
-25,CR,0.625,1,no_label,31
-25,CR,0.625,2,label,30
-25,CR,0.625,2,no_label,30
-25,CR,0.625,3,label,28
-25,CR,0.625,3,no_label,28
-25,CR,0.625,4,label,27
-25,CR,0.625,4,no_label,27
-25,CR,0.625,5,label,25
-25,CR,0.625,5,no_label,25
-25,CR,0.625,6,label,23
-25,CR,0.625,6,no_label,24
-25,CR,0.625,7,label,22
-25,CR,0.625,7,no_label,22
-24,CR,0.5,0,no_label,37
-24,CR,0.5,0,label,35
-24,CR,0.5,1,no_label,33
-24,CR,0.5,1,label,32
-24,CR,0.5,2,no_label,31
-24,CR,0.5,2,label,30
-24,CR,0.5,3,no_label,29
-24,CR,0.5,3,label,28
-24,CR,0.5,4,no_label,27
-24,CR,0.5,4,label,26
-24,CR,0.5,5,no_label,25
-24,CR,0.5,5,label,24
-24,CR,0.5,6,no_label,23
-24,CR,0.5,6,label,23
-24,CR,0.5,7,no_label,21
-24,CR,0.5,7,label,21
-23,CR,0.5,0,label,36
-23,CR,0.5,0,no_label,35
-23,CR,0.5,1,label,34
-23,CR,0.5,1,no_label,34
-23,CR,0.5,2,label,32
-23,CR,0.5,2,no_label,32
-23,CR,0.5,3,label,31
-23,CR,0.5,3,no_label,31
-23,CR,0.5,4,label,29
-23,CR,0.5,4,no_label,29
-23,CR,0.5,5,label,27
-23,CR,0.5,5,no_label,27
-23,CR,0.5,6,label,25
-23,CR,0.5,6,no_label,25
-23,CR,0.5,7,label,24
-23,CR,0.5,7,no_label,23
-22,CR,0.5,0,no_label,36
-22,CR,0.5,0,label,33
-22,CR,0.5,1,no_label,32
-22,CR,0.5,1,label,33
-22,CR,0.5,2,no_label,30
-22,CR,0.5,2,label,31
-22,CR,0.5,3,no_label,28
-22,CR,0.5,3,label,30
-22,CR,0.5,4,no_label,27
-22,CR,0.5,4,label,28
-22,CR,0.5,5,no_label,25
-22,CR,0.5,5,label,26
-22,CR,0.5,6,no_label,23
-22,CR,0.5,6,label,25
-22,CR,0.5,7,no_label,22
-22,CR,0.5,7,label,23
-21,CR,0.5,0,label,34
-21,CR,0.5,0,no_label,32
-21,CR,0.5,1,label,31
-21,CR,0.5,1,no_label,31
-21,CR,0.5,2,label,30
-21,CR,0.5,2,no_label,30
-21,CR,0.5,3,label,28
-21,CR,0.5,3,no_label,28
-21,CR,0.5,4,label,27
-21,CR,0.5,4,no_label,27
-21,CR,0.5,5,label,25
-21,CR,0.5,5,no_label,25
-21,CR,0.5,6,label,24
-21,CR,0.5,6,no_label,23
-21,CR,0.5,7,label,22
-21,CR,0.5,7,no_label,22
-20,CR,0.5,0,no_label,38
-20,CR,0.5,0,label,37
-20,CR,0.5,1,no_label,34
-20,CR,0.5,1,label,36
-20,CR,0.5,2,no_label,33
-20,CR,0.5,2,label,34
-20,CR,0.5,3,no_label,31
-20,CR,0.5,3,label,32
-20,CR,0.5,4,no_label,29
-20,CR,0.5,4,label,30
-20,CR,0.5,5,no_label,27
-20,CR,0.5,5,label,28
-20,CR,0.5,6,no_label,25
-20,CR,0.5,6,label,26
-20,CR,0.5,7,no_label,23
-20,CR,0.5,7,label,23
-19,CR,0.5,0,label,34
-19,CR,0.5,0,no_label,30
-19,CR,0.5,1,label,31
-19,CR,0.5,1,no_label,28
-19,CR,0.5,2,label,30
-19,CR,0.5,2,no_label,27
-19,CR,0.5,3,label,28
-19,CR,0.5,3,no_label,26
-19,CR,0.5,4,label,27
-19,CR,0.5,4,no_label,24
-19,CR,0.5,5,label,25
-19,CR,0.5,5,no_label,23
-19,CR,0.5,6,label,24
-19,CR,0.5,6,no_label,22
-19,CR,0.5,7,label,23
-19,CR,0.5,7,no_label,20
-18,CR,0.5,0,no_label,36
-18,CR,0.5,0,label,33
-18,CR,0.5,1,no_label,33
-18,CR,0.5,1,label,32
-18,CR,0.5,2,no_label,31
-18,CR,0.5,2,label,30
-18,CR,0.5,3,no_label,30
-18,CR,0.5,3,label,29
-18,CR,0.5,4,no_label,28
-18,CR,0.5,4,label,27
-18,CR,0.5,5,no_label,27
-18,CR,0.5,5,label,26
-18,CR,0.5,6,no_label,25
-18,CR,0.5,6,label,24
-18,CR,0.5,7,no_label,24
-18,CR,0.5,7,label,23
-17,CR,0.5,0,label,37
-17,CR,0.5,0,no_label,30
-17,CR,0.5,1,label,32
-17,CR,0.5,1,no_label,29
-17,CR,0.5,2,label,30
-17,CR,0.5,2,no_label,28
-17,CR,0.5,3,label,29
-17,CR,0.5,3,no_label,26
-17,CR,0.5,4,label,27
-17,CR,0.5,4,no_label,25
-17,CR,0.5,5,label,26
-17,CR,0.5,5,no_label,24
-17,CR,0.5,6,label,24
-17,CR,0.5,6,no_label,22
-17,CR,0.5,7,label,23
-17,CR,0.5,7,no_label,21
-16,CR,0.375,0,no_label,37
-16,CR,0.375,0,label,35
-16,CR,0.375,1,no_label,33
-16,CR,0.375,1,label,32
-16,CR,0.375,2,no_label,31
-16,CR,0.375,2,label,30
-16,CR,0.375,3,no_label,29
-16,CR,0.375,3,label,28
-16,CR,0.375,4,no_label,27
-16,CR,0.375,4,label,26
-16,CR,0.375,5,no_label,25
-16,CR,0.375,5,label,24
-16,CR,0.375,6,no_label,23
-16,CR,0.375,6,label,23
-16,CR,0.375,7,no_label,21
-16,CR,0.375,7,label,21
-15,CR,0.375,0,label,36
-15,CR,0.375,0,no_label,35
-15,CR,0.375,1,label,34
-15,CR,0.375,1,no_label,34
-15,CR,0.375,2,label,32
-15,CR,0.375,2,no_label,32
-15,CR,0.375,3,label,31
-15,CR,0.375,3,no_label,31
-15,CR,0.375,4,label,29
-15,CR,0.375,4,no_label,29
-15,CR,0.375,5,label,27
-15,CR,0.375,5,no_label,27
-15,CR,0.375,6,label,25
-15,CR,0.375,6,no_label,25
-15,CR,0.375,7,label,24
-15,CR,0.375,7,no_label,23
-14,CR,0.375,0,no_label,36
-14,CR,0.375,0,label,33
-14,CR,0.375,1,no_label,32
-14,CR,0.375,1,label,33
-14,CR,0.375,2,no_label,30
-14,CR,0.375,2,label,31
-14,CR,0.375,3,no_label,28
-14,CR,0.375,3,label,30
-14,CR,0.375,4,no_label,27
-14,CR,0.375,4,label,28
-14,CR,0.375,5,no_label,25
-14,CR,0.375,5,label,26
-14,CR,0.375,6,no_label,23
-14,CR,0.375,6,label,25
-14,CR,0.375,7,no_label,22
-14,CR,0.375,7,label,23
-13,CR,0.375,0,label,34
-13,CR,0.375,0,no_label,32
-13,CR,0.375,1,label,31
-13,CR,0.375,1,no_label,31
-13,CR,0.375,2,label,30
-13,CR,0.375,2,no_label,30
-13,CR,0.375,3,label,28
-13,CR,0.375,3,no_label,28
-13,CR,0.375,4,label,27
-13,CR,0.375,4,no_label,27
-13,CR,0.375,5,label,25
-13,CR,0.375,5,no_label,25
-13,CR,0.375,6,label,24
-13,CR,0.375,6,no_label,23
-13,CR,0.375,7,label,22
-13,CR,0.375,7,no_label,22
-12,CR,0.375,0,no_label,38
-12,CR,0.375,0,label,37
-12,CR,0.375,1,no_label,34
-12,CR,0.375,1,label,36
-12,CR,0.375,2,no_label,33
-12,CR,0.375,2,label,34
-12,CR,0.375,3,no_label,31
-12,CR,0.375,3,label,32
-12,CR,0.375,4,no_label,29
-12,CR,0.375,4,label,30
-12,CR,0.375,5,no_label,27
-12,CR,0.375,5,label,28
-12,CR,0.375,6,no_label,25
-12,CR,0.375,6,label,26
-12,CR,0.375,7,no_label,23
-12,CR,0.375,7,label,23
-1,CR,0.25,0,label,34
-1,CR,0.25,0,no_label,34
-1,CR,0.25,1,label,32
-1,CR,0.25,1,no_label,30
-1,CR,0.25,2,label,30
-1,CR,0.25,2,no_label,27
-1,CR,0.25,3,label,29
-1,CR,0.25,3,no_label,26
-1,CR,0.25,4,label,27
-1,CR,0.25,4,no_label,24
-1,CR,0.25,5,label,26
-1,CR,0.25,5,no_label,23
-1,CR,0.25,6,label,24
-1,CR,0.25,6,no_label,21
-1,CR,0.25,7,label,23
-1,CR,0.25,7,no_label,20
-10,CR,0.375,0,no_label,36
-10,CR,0.375,0,label,33
-10,CR,0.375,1,no_label,33
-10,CR,0.375,1,label,32
-10,CR,0.375,2,no_label,31
-10,CR,0.375,2,label,30
-10,CR,0.375,3,no_label,30
-10,CR,0.375,3,label,29
-10,CR,0.375,4,no_label,28
-10,CR,0.375,4,label,27
-10,CR,0.375,5,no_label,27
-10,CR,0.375,5,label,26
-10,CR,0.375,6,no_label,25
-10,CR,0.375,6,label,24
-10,CR,0.375,7,no_label,24
-10,CR,0.375,7,label,23
-9,CR,0.375,0,label,37
-9,CR,0.375,0,no_label,30
-9,CR,0.375,1,label,32
-9,CR,0.375,1,no_label,29
-9,CR,0.375,2,label,30
-9,CR,0.375,2,no_label,28
-9,CR,0.375,3,label,29
-9,CR,0.375,3,no_label,26
-9,CR,0.375,4,label,27
-9,CR,0.375,4,no_label,25
-9,CR,0.375,5,label,26
-9,CR,0.375,5,no_label,24
-9,CR,0.375,6,label,24
-9,CR,0.375,6,no_label,22
-9,CR,0.375,7,label,23
-9,CR,0.375,7,no_label,21
-8,CR,0.25,0,no_label,34
-8,CR,0.25,0,label,33
-8,CR,0.25,1,no_label,31
-8,CR,0.25,1,label,30
-8,CR,0.25,2,no_label,30
-8,CR,0.25,2,label,28
-8,CR,0.25,3,no_label,28
-8,CR,0.25,3,label,26
-8,CR,0.25,4,no_label,27
-8,CR,0.25,4,label,25
-8,CR,0.25,5,no_label,25
-8,CR,0.25,5,label,23
-8,CR,0.25,6,no_label,24
-8,CR,0.25,6,label,22
-8,CR,0.25,7,no_label,22
-8,CR,0.25,7,label,20
-7,CR,0.25,0,label,34
-7,CR,0.25,0,no_label,32
-7,CR,0.25,1,label,32
-7,CR,0.25,1,no_label,32
-7,CR,0.25,2,label,30
-7,CR,0.25,2,no_label,31
-7,CR,0.25,3,label,29
-7,CR,0.25,3,no_label,29
-7,CR,0.25,4,label,28
-7,CR,0.25,4,no_label,28
-7,CR,0.25,5,label,26
-7,CR,0.25,5,no_label,27
-7,CR,0.25,6,label,25
-7,CR,0.25,6,no_label,26
-7,CR,0.25,7,label,24
-7,CR,0.25,7,no_label,24
-6,CR,0.25,0,no_label,38
-6,CR,0.25,0,label,31
-6,CR,0.25,1,no_label,33
-6,CR,0.25,1,label,30
-6,CR,0.25,2,no_label,32
-6,CR,0.25,2,label,28
-6,CR,0.25,3,no_label,30
-6,CR,0.25,3,label,27
-6,CR,0.25,4,no_label,28
-6,CR,0.25,4,label,25
-6,CR,0.25,5,no_label,26
-6,CR,0.25,5,label,24
-6,CR,0.25,6,no_label,25
-6,CR,0.25,6,label,22
-6,CR,0.25,7,no_label,23
-6,CR,0.25,7,label,20
-5,CR,0.25,0,label,42
-5,CR,0.25,0,no_label,33
-5,CR,0.25,1,label,40
-5,CR,0.25,1,no_label,32
-5,CR,0.25,2,label,39
-5,CR,0.25,2,no_label,30
-5,CR,0.25,3,label,38
-5,CR,0.25,3,no_label,29
-5,CR,0.25,4,label,36
-5,CR,0.25,4,no_label,27
-5,CR,0.25,5,label,34
-5,CR,0.25,5,no_label,26
-5,CR,0.25,6,label,33
-5,CR,0.25,6,no_label,24
-5,CR,0.25,7,label,31
-5,CR,0.25,7,no_label,23
-4,CR,0.25,0,no_label,40
-4,CR,0.25,0,label,35
-4,CR,0.25,1,no_label,38
-4,CR,0.25,1,label,33
-4,CR,0.25,2,no_label,36
-4,CR,0.25,2,label,31
-4,CR,0.25,3,no_label,34
-4,CR,0.25,3,label,29
-4,CR,0.25,4,no_label,31
-4,CR,0.25,4,label,27
-4,CR,0.25,5,no_label,29
-4,CR,0.25,5,label,25
-4,CR,0.25,6,no_label,27
-4,CR,0.25,6,label,23
-4,CR,0.25,7,no_label,25
-4,CR,0.25,7,label,21
-3,CR,0.25,0,label,35
-3,CR,0.25,0,no_label,32
-3,CR,0.25,1,label,35
-3,CR,0.25,1,no_label,31
-3,CR,0.25,2,label,33
-3,CR,0.25,2,no_label,30
-3,CR,0.25,3,label,31
-3,CR,0.25,3,no_label,29
-3,CR,0.25,4,label,30
-3,CR,0.25,4,no_label,27
-3,CR,0.25,5,label,28
-3,CR,0.25,5,no_label,26
-3,CR,0.25,6,label,26
-3,CR,0.25,6,no_label,24
-3,CR,0.25,7,label,24
-3,CR,0.25,7,no_label,22
-2,CR,0.25,0,no_label,37
-2,CR,0.25,0,label,32
-2,CR,0.25,1,no_label,31
-2,CR,0.25,1,label,31
-2,CR,0.25,2,no_label,29
-2,CR,0.25,2,label,29
-2,CR,0.25,3,no_label,28
-2,CR,0.25,3,label,27
-2,CR,0.25,4,no_label,26
-2,CR,0.25,4,label,25
-2,CR,0.25,5,no_label,24
-2,CR,0.25,5,label,24
-2,CR,0.25,6,no_label,22
-2,CR,0.25,6,label,22
-2,CR,0.25,7,no_label,21
-2,CR,0.25,7,label,20
