"subject","theory","model","explo_overlap","trial","labelled","looking_time","experiment","fit"
33,"Labels as Features","DMN","0.25",7,"no_label",22,"SingleObject",21.0844602795546
33,"Labels as Features","DMN","0.25",7,"label",24,"SingleObject",22.252648993175
35,"Compound Representations","DMN","0.25",0,"no_label",40,"SingleObject",41.3782066276583
35,"Compound Representations","DMN","0.25",0,"label",40,"SingleObject",41.3782066276583
35,"Compound Representations","DMN","0.25",1,"no_label",40,"SingleObject",38.6461727384432
35,"Compound Representations","DMN","0.25",1,"label",40,"SingleObject",38.6869293503532
35,"Compound Representations","DMN","0.25",2,"no_label",40,"SingleObject",35.9141388492281
35,"Compound Representations","DMN","0.25",2,"label",40,"SingleObject",35.9956520730481
35,"Compound Representations","DMN","0.25",3,"no_label",37,"SingleObject",33.182104960013
35,"Compound Representations","DMN","0.25",3,"label",37,"SingleObject",33.304374795743
35,"Compound Representations","DMN","0.25",4,"no_label",34,"SingleObject",30.450071070798
35,"Compound Representations","DMN","0.25",4,"label",34,"SingleObject",30.6130975184379
35,"Compound Representations","DMN","0.25",5,"no_label",31,"SingleObject",27.7180371815829
35,"Compound Representations","DMN","0.25",5,"label",30,"SingleObject",27.9218202411327
35,"Compound Representations","DMN","0.25",6,"no_label",28,"SingleObject",24.9860032923678
35,"Compound Representations","DMN","0.25",6,"label",27,"SingleObject",25.2305429638276
35,"Compound Representations","DMN","0.25",7,"no_label",25,"SingleObject",22.2539694031527
35,"Compound Representations","DMN","0.25",7,"label",24,"SingleObject",22.5392656865225
37,"Labels as Features","DMN","0.25",0,"label",40,"SingleObject",41.0915899343108
37,"Labels as Features","DMN","0.25",0,"no_label",40,"SingleObject",40.2086975040602
37,"Labels as Features","DMN","0.25",1,"label",40,"SingleObject",38.4003126570057
37,"Labels as Features","DMN","0.25",1,"no_label",40,"SingleObject",37.4766636148451
37,"Labels as Features","DMN","0.25",2,"label",40,"SingleObject",35.7090353797006
37,"Labels as Features","DMN","0.25",2,"no_label",39,"SingleObject",34.74462972563
37,"Labels as Features","DMN","0.25",3,"label",40,"SingleObject",33.0177581023954
37,"Labels as Features","DMN","0.25",3,"no_label",35,"SingleObject",32.0125958364149
37,"Labels as Features","DMN","0.25",4,"label",36,"SingleObject",30.3264808250903
37,"Labels as Features","DMN","0.25",4,"no_label",31,"SingleObject",29.2805619471999
37,"Labels as Features","DMN","0.25",5,"label",32,"SingleObject",27.6352035477852
37,"Labels as Features","DMN","0.25",5,"no_label",28,"SingleObject",26.5485280579848
37,"Labels as Features","DMN","0.25",6,"label",29,"SingleObject",24.9439262704801
37,"Labels as Features","DMN","0.25",6,"no_label",25,"SingleObject",23.8164941687697
37,"Labels as Features","DMN","0.25",7,"label",25,"SingleObject",22.252648993175
37,"Labels as Features","DMN","0.25",7,"no_label",21,"SingleObject",21.0844602795546
39,"Compound Representations","DMN","0.25",0,"label",40,"SingleObject",41.3782066276583
39,"Compound Representations","DMN","0.25",0,"no_label",40,"SingleObject",41.3782066276583
39,"Compound Representations","DMN","0.25",1,"label",40,"SingleObject",38.6869293503532
39,"Compound Representations","DMN","0.25",1,"no_label",40,"SingleObject",38.6461727384432
39,"Compound Representations","DMN","0.25",2,"label",39,"SingleObject",35.9956520730481
39,"Compound Representations","DMN","0.25",2,"no_label",40,"SingleObject",35.9141388492281
39,"Compound Representations","DMN","0.25",3,"label",36,"SingleObject",33.304374795743
39,"Compound Representations","DMN","0.25",3,"no_label",39,"SingleObject",33.182104960013
39,"Compound Representations","DMN","0.25",4,"label",32,"SingleObject",30.6130975184379
39,"Compound Representations","DMN","0.25",4,"no_label",35,"SingleObject",30.450071070798
39,"Compound Representations","DMN","0.25",5,"label",29,"SingleObject",27.9218202411327
39,"Compound Representations","DMN","0.25",5,"no_label",32,"SingleObject",27.7180371815829
39,"Compound Representations","DMN","0.25",6,"label",26,"SingleObject",25.2305429638276
39,"Compound Representations","DMN","0.25",6,"no_label",28,"SingleObject",24.9860032923678
39,"Compound Representations","DMN","0.25",7,"label",23,"SingleObject",22.5392656865225
39,"Compound Representations","DMN","0.25",7,"no_label",25,"SingleObject",22.2539694031527
41,"Labels as Features","DMN","0.25",0,"no_label",39,"SingleObject",40.2086975040602
41,"Labels as Features","DMN","0.25",0,"label",40,"SingleObject",41.0915899343108
41,"Labels as Features","DMN","0.25",1,"no_label",37,"SingleObject",37.4766636148451
41,"Labels as Features","DMN","0.25",1,"label",38,"SingleObject",38.4003126570057
41,"Labels as Features","DMN","0.25",2,"no_label",35,"SingleObject",34.74462972563
41,"Labels as Features","DMN","0.25",2,"label",36,"SingleObject",35.7090353797006
41,"Labels as Features","DMN","0.25",3,"no_label",33,"SingleObject",32.0125958364149
41,"Labels as Features","DMN","0.25",3,"label",33,"SingleObject",33.0177581023954
41,"Labels as Features","DMN","0.25",4,"no_label",31,"SingleObject",29.2805619471999
41,"Labels as Features","DMN","0.25",4,"label",31,"SingleObject",30.3264808250903
41,"Labels as Features","DMN","0.25",5,"no_label",29,"SingleObject",26.5485280579848
41,"Labels as Features","DMN","0.25",5,"label",28,"SingleObject",27.6352035477852
41,"Labels as Features","DMN","0.25",6,"no_label",26,"SingleObject",23.8164941687697
41,"Labels as Features","DMN","0.25",6,"label",26,"SingleObject",24.9439262704801
41,"Labels as Features","DMN","0.25",7,"no_label",24,"SingleObject",21.0844602795546
41,"Labels as Features","DMN","0.25",7,"label",24,"SingleObject",22.252648993175
43,"Compound Representations","DMN","0.25",0,"no_label",40,"SingleObject",41.3782066276583
