subject,theory,step,labelled,exemplar,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10
0,LaF_ignore_missing,100,label,0,0.417502460242,0.547752372992,0.4332063506,0.688663273501,0.678414979698,0.473367508353,0.531204085044,0.738576585048,0.808042017446,0.253190312886,0.362271203736
0,LaF_ignore_missing,100,label,1,0.51342031013,0.533575922019,0.439543026565,0.771880827508,0.663742376951,0.4707654127,0.558058491997,0.722206578628,0.751171110252,0.311816211458,0.324258832328
0,LaF_ignore_missing,100,label,2,0.453875100749,0.489008215647,0.449382028151,0.760424480164,0.701166211396,0.445334680028,0.558918124567,0.769698803841,0.789612459853,0.244173430577,0.358925510279
0,LaF_ignore_missing,100,label,3,0.471394561783,0.519182205737,0.453577455978,0.769661937545,0.689810058104,0.472429897391,0.483697781873,0.780251351771,0.808088380793,0.330906947624,0.377317051739
0,LaF_ignore_missing,100,no_label,4,0.412649426698,0.503125569167,0.428805771288,0.482916402219,0.553323048933,0.513667995958,0.31295981064,0.60256897804,0.637436434737,0.435042187813,0.500144793368
0,LaF_ignore_missing,100,no_label,5,0.352649853939,0.515394740133,0.451462382474,0.421006989957,0.67897242088,0.527290165209,0.292004994868,0.660825492684,0.626172548709,0.363626155796,0.509537745117
0,LaF_ignore_missing,100,no_label,6,0.373139647506,0.511528088927,0.421334018004,0.38896847282,0.615865333684,0.439811520882,0.255031086186,0.641963162387,0.729281860335,0.314781626601,0.567517451208
0,LaF_ignore_missing,100,no_label,7,0.353479263186,0.507162099759,0.379849734664,0.307145879539,0.707001972771,0.46309761277,0.250112025433,0.633978370054,0.712249217184,0.295287345113,0.489733123246
0,LaF_ignore_missing,200,label,0,0.42766690521,0.553981045065,0.4279496139,0.750256664901,0.713881852266,0.443863715733,0.601178969496,0.762662233855,0.845379889822,0.302140112072,0.325870640656
0,LaF_ignore_missing,200,label,1,0.53756160664,0.53065410353,0.420088919907,0.83796066466,0.699538654442,0.453309305585,0.634457523496,0.758286640047,0.796967689124,0.36993180784,0.287027731964
0,LaF_ignore_missing,200,label,2,0.470883329794,0.4937703173,0.43112671217,0.820300912918,0.752319833914,0.423008587416,0.637107405474,0.798091782307,0.844440666497,0.293922500248,0.313134216987
0,LaF_ignore_missing,200,label,3,0.479613777908,0.522893387885,0.440781418205,0.824811374672,0.735748084895,0.445728613331,0.560074790098,0.806998781209,0.853034487595,0.388536809434,0.336821024766
0,LaF_ignore_missing,200,no_label,4,0.412247689421,0.494655241539,0.456737811796,0.455414122154,0.55225236383,0.540181284402,0.2918596554,0.593366821402,0.598571626984,0.425621652337,0.511695707786
0,LaF_ignore_missing,200,no_label,5,0.348387100143,0.513811779094,0.492467777983,0.381859349437,0.686031927834,0.564755350276,0.271404157703,0.653350828285,0.583895985643,0.344019885555,0.528971958604
0,LaF_ignore_missing,200,no_label,6,0.369029628233,0.508844226562,0.462312530904,0.332581415774,0.628238865469,0.480368593124,0.229260187285,0.628411963709,0.69528636214,0.288507645127,0.585626338079
0,LaF_ignore_missing,200,no_label,7,0.348456940883,0.508967565495,0.433418840484,0.264668177316,0.69692299671,0.509184908667,0.224574415579,0.627800210206,0.648397423374,0.270966020788,0.52809811887
0,LaF_ignore_missing,300,label,0,0.439631747647,0.551577889128,0.394232842265,0.793502016911,0.731704762911,0.401043411954,0.674754514906,0.776557909629,0.869232103156,0.34359312444,0.283452994717
0,LaF_ignore_missing,300,label,1,0.552595446275,0.527670564962,0.377794696246,0.875726108693,0.720766357166,0.400743722843,0.711182911648,0.772926514432,0.834995458493,0.418959023779,0.240723746867
0,LaF_ignore_missing,300,label,2,0.487639932871,0.495289556133,0.387003932609,0.862361867359,0.774964787996,0.370581438874,0.718197752672,0.8106816689,0.877191451935,0.34260966977,0.261970987016
0,LaF_ignore_missing,300,label,3,0.489748682625,0.515546892432,0.397475521248,0.861051833342,0.755849011749,0.393392445279,0.638406756436,0.821410689484,0.880114565949,0.440731369501,0.289301273863
0,LaF_ignore_missing,300,no_label,4,0.404592128297,0.490639253438,0.477773517389,0.401174900275,0.548076107677,0.559737451922,0.265743190153,0.574427539407,0.557316327978,0.414224964495,0.534439881809
0,LaF_ignore_missing,300,no_label,5,0.343957475739,0.513111431217,0.52130803394,0.323479170663,0.678552265827,0.597662002185,0.245261387144,0.637334247509,0.522978049997,0.328604605886,0.566402678511
0,LaF_ignore_missing,300,no_label,6,0.362279178068,0.510720916781,0.495700687095,0.26418598468,0.620729188092,0.519928778793,0.199929674243,0.608447141247,0.639044868366,0.267800451159,0.626357757005
0,LaF_ignore_missing,300,no_label,7,0.337873918596,0.513188672955,0.480352701407,0.201626178785,0.682872205601,0.555127599394,0.192691181146,0.611912612077,0.571429869831,0.248187432876,0.582851369917
0,LaF_ignore_missing,400,label,0,0.453019566492,0.548961083413,0.360852873903,0.829125111224,0.743097376381,0.35686916965,0.743365767763,0.786226060203,0.88489756834,0.380849943928,0.237975868164
0,LaF_ignore_missing,400,label,1,0.568772256369,0.522957297235,0.335011547157,0.904233076142,0.734321774896,0.345967163297,0.779739217949,0.782516064193,0.860969514943,0.461910968848,0.193471271732
0,LaF_ignore_missing,400,label,2,0.507490087252,0.494966226079,0.342199467549,0.895488333471,0.788778976344,0.31483112892,0.790517662635,0.819176016255,0.898294676166,0.389019651075,0.209874069175
0,LaF_ignore_missing,400,label,3,0.502472598958,0.507218650339,0.354618859607,0.890100716929,0.767295407677,0.340109382714,0.714488753966,0.831445849518,0.896911131758,0.486850701786,0.239236627756
0,LaF_ignore_missing,400,no_label,4,0.394963839954,0.492304160333,0.504523873071,0.348906593177,0.543924695682,0.588158967504,0.241267954289,0.557852687355,0.509444898963,0.403286069764,0.569415614691
0,LaF_ignore_missing,400,no_label,5,0.336208815531,0.515814593947,0.554828569613,0.267123689067,0.674112506657,0.63544190069,0.217922327975,0.620911258798,0.459266806649,0.315592940609,0.612729869067
0,LaF_ignore_missing,400,no_label,6,0.352952202201,0.518936045538,0.537493134786,0.20379067534,0.614021610581,0.568624079139,0.171172401937,0.590602206966,0.572550042189,0.250187497826,0.678755567523
0,LaF_ignore_missing,400,no_label,7,0.324038545026,0.520452662123,0.533138155447,0.14723597841,0.676552997436,0.608528639783,0.159947172721,0.592378935635,0.492445295128,0.229996507134,0.644226829809
0,LaF_ignore_missing,500,label,0,0.467211686609,0.544643922426,0.3303014668,0.855564010328,0.748764177737,0.316414360708,0.795878724112,0.794915565795,0.89480842594,0.412443039271,0.20109573729
0,LaF_ignore_missing,500,label,1,0.586272387254,0.516284354064,0.295580413778,0.923906328318,0.741086232755,0.296257834521,0.830694457919,0.790327056918,0.878141547859,0.497356125458,0.156085918426
0,LaF_ignore_missing,500,label,2,0.52857325404,0.491282362158,0.300227687103,0.918431457806,0.795931818129,0.264962823518,0.842856719657,0.826855639523,0.911812778819,0.429354445321,0.1694200175
0,LaF_ignore_missing,500,label,3,0.517327303467,0.498289658534,0.315759762132,0.911005586446,0.773229718579,0.292903254591,0.774292605082,0.839356431545,0.907527397056,0.525271982364,0.198360882968
0,LaF_ignore_missing,500,no_label,4,0.385734177147,0.496557421297,0.532871213007,0.305445328179,0.541273259157,0.618503676965,0.220137146208,0.54453028777,0.463296798208,0.393983711011,0.607795431203
0,LaF_ignore_missing,500,no_label,5,0.327740489555,0.52061284239,0.589148852931,0.221887964179,0.672554482614,0.673008673595,0.193869281623,0.607765395175,0.401414244979,0.304790407082,0.659950193885
0,LaF_ignore_missing,500,no_label,6,0.344330701388,0.530033346718,0.581289560949,0.159259200585,0.610316916526,0.619479661982,0.146979740114,0.575651609539,0.506358838139,0.23584904835,0.731156192412
0,LaF_ignore_missing,500,no_label,7,0.311060996734,0.530413949757,0.587200707677,0.10953474343,0.674005542636,0.662436276333,0.133216694247,0.575857922228,0.418650909747,0.21541985502,0.704975299009
0,LaF_ignore_missing,600,label,0,0.480291593736,0.539949051745,0.305701348308,0.87372268664,0.751640453578,0.28419135744,0.830700904544,0.802057062077,0.901411904418,0.437689309577,0.174797982295
0,LaF_ignore_missing,600,label,1,0.602434570269,0.509517542784,0.263911135767,0.93661132142,0.744384808588,0.257298545363,0.863613696508,0.795862262145,0.889790404276,0.524895881242,0.130014240952
0,LaF_ignore_missing,600,label,2,0.547734192325,0.48673798841,0.266387410912,0.933107320097,0.799914725613,0.226818691378,0.87557273776,0.832821380438,0.920848524678,0.461737373128,0.141625260232
0,LaF_ignore_missing,600,label,3,0.531375126977,0.489779312631,0.2845253634,0.924917496901,0.776611440532,0.256205336761,0.814202167798,0.84519390186,0.914637422892,0.555671778056,0.169162561116
0,LaF_ignore_missing,600,no_label,4,0.377419170783,0.501340333177,0.558758028639,0.273031981557,0.540288447946,0.645345838392,0.203046559557,0.534211543506,0.425207292883,0.386976018888,0.641177772964
0,LaF_ignore_missing,600,no_label,5,0.320187557008,0.525860647405,0.619909438227,0.189809239078,0.672837333294,0.705026648377,0.174750269008,0.598162488052,0.355182596526,0.296816298127,0.699503435193
0,LaF_ignore_missing,600,no_label,6,0.337432158927,0.541548250562,0.62058311276,0.12984637712,0.608982009384,0.663660196683,0.128765088477,0.564690665868,0.450714918731,0.224866729898,0.773201068092
0,LaF_ignore_missing,600,no_label,7,0.300112865693,0.540925380916,0.635139488762,0.0858499484291,0.674054904222,0.708180450433,0.113690917063,0.563615343045,0.359709845255,0.204416177971,0.753715303846
0,LaF_ignore_missing,700,label,0,0.491259196406,0.536058304824,0.288185572151,0.885636731047,0.753121349578,0.261259120009,0.852485247844,0.807747135055,0.905896678421,0.456414917347,0.157329042348
0,LaF_ignore_missing,700,label,1,0.615929034236,0.503965230961,0.241109682671,0.944593158928,0.746083448132,0.229885701661,0.883633865816,0.799364326004,0.897705507091,0.544805930475,0.113149905955
0,LaF_ignore_missing,700,label,2,0.563983082358,0.483010910655,0.24216298071,0.94221707732,0.802325027723,0.200648927067,0.895054726679,0.837250835104,0.926930873497,0.485573008206,0.123710377663
0,LaF_ignore_missing,700,label,3,0.543022351347,0.482552441743,0.261966970557,0.933864051466,0.778714617817,0.230507584314,0.838962970654,0.849440819304,0.919408550573,0.578284594266,0.149898916413
0,LaF_ignore_missing,700,no_label,4,0.370637269611,0.50529679017,0.579425005333,0.250781728241,0.540194292027,0.665969341304,0.19041836764,0.526878933594,0.397061573176,0.382207328535,0.666046862059
0,LaF_ignore_missing,700,no_label,5,0.314514709835,0.530036737612,0.644014447241,0.168832957631,0.673942366715,0.728937650942,0.160996518992,0.592085493249,0.321794391314,0.291583977796,0.728080885398
0,LaF_ignore_missing,700,no_label,6,0.332787114054,0.551803692237,0.651388901524,0.111491076729,0.608882851394,0.697004980858,0.116237812584,0.557979503236,0.409875937376,0.216923821766,0.802382472646
0,LaF_ignore_missing,700,no_label,7,0.291823346084,0.550002462226,0.672553608751,0.0716024698712,0.675421394562,0.741863555965,0.100612150956,0.556098845382,0.318119970349,0.196608062216,0.787355968127
0,LaF_ignore_missing,800,label,0,0.499658204912,0.533526329765,0.277039492697,0.893104942812,0.753805506692,0.246243149343,0.865887374962,0.812306010199,0.908900846672,0.469254063518,0.146218118703
0,LaF_ignore_missing,800,label,1,0.626431754514,0.500178608426,0.225876096154,0.949510827264,0.747050224405,0.21185259422,0.895588902653,0.801297095329,0.903034698773,0.55813493365,0.10267016594
0,LaF_ignore_missing,800,label,2,0.577131541168,0.480788608371,0.226168388158,0.947761554641,0.80378330315,0.183884617992,0.906608315793,0.840556068648,0.93096530832,0.501681117596,0.112546375475
0,LaF_ignore_missing,800,label,3,0.551758830916,0.477002830668,0.246918967874,0.939475246783,0.78008441179,0.213742199503,0.853929488166,0.852542494881,0.922516892941,0.594183472811,0.137714204608
0,LaF_ignore_missing,800,no_label,4,0.365464095493,0.50802070126,0.59432284288,0.236232734706,0.540364381005,0.680417831736,0.18168897657,0.522113642984,0.377738803928,0.379281138292,0.682926122435
0,LaF_ignore_missing,800,no_label,5,0.310704602346,0.532690311231,0.661134213936,0.155663296881,0.675264232126,0.745263061257,0.151714234865,0.588990695083,0.29923184961,0.288636115479,0.746947772742
0,LaF_ignore_missing,800,no_label,6,0.330295927555,0.560303552177,0.673431827645,0.10023755718,0.609204907981,0.720146328993,0.108092442756,0.554915335002,0.382602944141,0.211393583732,0.821196546077
0,LaF_ignore_missing,800,no_label,7,0.286042417627,0.557037653916,0.699474093367,0.0630792278602,0.677218990107,0.7647118157,0.0922981455154,0.552699466793,0.290989652428,0.191320531954,0.808843285039
0,LaF_ignore_missing,900,label,0,0.5055761218,0.532377110518,0.270843793328,0.897565464243,0.754086198599,0.237054066747,0.874144205865,0.816006097629,0.910877837688,0.477481736922,0.13932087672
0,LaF_ignore_missing,900,label,1,0.634244673472,0.49809807605,0.216259175567,0.95248715858,0.747727313566,0.200462442254,0.902714290204,0.802072424139,0.906610135048,0.566436506233,0.0962607131281
0,LaF_ignore_missing,900,label,2,0.587465647669,0.480113983024,0.216235137797,0.951082821779,0.804696720987,0.173607829983,0.91352764954,0.843028214437,0.933620595712,0.511818874629,0.105694023099
0,LaF_ignore_missing,900,label,3,0.55778271374,0.473028432698,0.237508936523,0.942928077112,0.781056123859,0.203321388892,0.862897353211,0.854824692369,0.924463921787,0.604996117976,0.130137699888
0,LaF_ignore_missing,900,no_label,4,0.361618982739,0.509640072807,0.604370851976,0.226954990141,0.540504442372,0.69002143986,0.175864397061,0.519230092967,0.365042749788,0.377732442236,0.693776382214
0,LaF_ignore_missing,900,no_label,5,0.308329258027,0.534008647381,0.672587585114,0.147551098682,0.67656787501,0.755836803461,0.145640512145,0.588044087548,0.284527399449,0.287416379083,0.75875611917
0,LaF_ignore_missing,900,no_label,6,0.329527935245,0.567245912363,0.688449854357,0.0933302224824,0.609563689439,0.735604915154,0.102961427405,0.554510348562,0.365554257954,0.20759670928,0.832962760336
0,LaF_ignore_missing,900,no_label,7,0.28223388839,0.562268288619,0.718197553639,0.0579196659109,0.679031567845,0.779677392278,0.0871575940595,0.552302597464,0.274111722943,0.187851363948,0.822110722312
0,LaF_ignore_missing,1000,label,0,0.509461137159,0.532316031591,0.268172968228,0.90006313653,0.754207129413,0.231816524466,0.87928582218,0.819082584566,0.912164795489,0.482442490017,0.135090629777
0,LaF_ignore_missing,1000,label,1,0.639968200024,0.497327898691,0.21049713851,0.95424977839,0.74833236471,0.193454902538,0.906966593457,0.802032638853,0.909028406364,0.571230266372,0.0923515439162
0,LaF_ignore_missing,1000,label,2,0.595565032083,0.480663236027,0.210422487236,0.953036147289,0.805344979414,0.16752076585,0.917724843917,0.844896380116,0.935380479864,0.517798757973,0.101512728172
0,LaF_ignore_missing,1000,label,3,0.561642659975,0.470245744944,0.231996378533,0.945018729908,0.781845867485,0.197095359676,0.868239903,0.856537757712,0.925628883145,0.612309094226,0.125436387251
0,LaF_ignore_missing,1000,no_label,4,0.358732697115,0.510444958346,0.610881595463,0.221109060076,0.540522510112,0.696234576438,0.172016187997,0.517567240871,0.356907694812,0.377159992463,0.700505535034
