subject,model,explo_overlap,trial,labelled,looking_time
-30,CR,0.625,0,label,53
-30,CR,0.625,1,no_label,57
-30,CR,0.625,1,label,58
-30,CR,0.625,2,no_label,67
-30,CR,0.625,2,label,66
-30,CR,0.625,3,no_label,75
-30,CR,0.625,3,label,69
-30,CR,0.625,4,no_label,76
-30,CR,0.625,4,label,68
-30,CR,0.625,5,no_label,72
-30,CR,0.625,5,label,63
-30,CR,0.625,6,no_label,66
-30,CR,0.625,6,label,57
-30,CR,0.625,7,no_label,59
-30,CR,0.625,7,label,50
-29,CR,0.625,0,label,92
-29,CR,0.625,0,no_label,38
-29,CR,0.625,1,label,71
-29,CR,0.625,1,no_label,38
-29,CR,0.625,2,label,83
-29,CR,0.625,2,no_label,43
-29,CR,0.625,3,label,93
-29,CR,0.625,3,no_label,45
-29,CR,0.625,4,label,96
-29,CR,0.625,4,no_label,44
-29,CR,0.625,5,label,92
-29,CR,0.625,5,no_label,41
-29,CR,0.625,6,label,84
-29,CR,0.625,6,no_label,37
-29,CR,0.625,7,label,75
-29,CR,0.625,7,no_label,32
-28,CR,0.625,0,no_label,57
-28,CR,0.625,0,label,71
-28,CR,0.625,1,no_label,45
-28,CR,0.625,1,label,75
-28,CR,0.625,2,no_label,49
-28,CR,0.625,2,label,88
-28,CR,0.625,3,no_label,51
-28,CR,0.625,3,label,99
-28,CR,0.625,4,no_label,50
-28,CR,0.625,4,label,100
-28,CR,0.625,5,no_label,47
-28,CR,0.625,5,label,99
-28,CR,0.625,6,no_label,44
-28,CR,0.625,6,label,91
-28,CR,0.625,7,no_label,39
-28,CR,0.625,7,label,82
-27,CR,0.625,0,label,100
-27,CR,0.625,0,no_label,38
-27,CR,0.625,1,label,64
-27,CR,0.625,1,no_label,47
-27,CR,0.625,2,label,67
-27,CR,0.625,2,no_label,54
-27,CR,0.625,3,label,78
-27,CR,0.625,3,no_label,57
-27,CR,0.625,4,label,86
-27,CR,0.625,4,no_label,55
-27,CR,0.625,5,label,87
-27,CR,0.625,5,no_label,52
-27,CR,0.625,6,label,82
-27,CR,0.625,6,no_label,47
-27,CR,0.625,7,label,74
-27,CR,0.625,7,no_label,42
-26,CR,0.625,0,no_label,46
-26,CR,0.625,0,label,99
-26,CR,0.625,1,no_label,37
-26,CR,0.625,1,label,72
-26,CR,0.625,2,no_label,41
-26,CR,0.625,2,label,81
-26,CR,0.625,3,no_label,41
-26,CR,0.625,3,label,95
-26,CR,0.625,4,no_label,40
-26,CR,0.625,4,label,100
-26,CR,0.625,5,no_label,38
-26,CR,0.625,5,label,99
-26,CR,0.625,6,no_label,35
-26,CR,0.625,6,label,93
-26,CR,0.625,7,no_label,31
-26,CR,0.625,7,label,84
-25,CR,0.625,0,label,41
-25,CR,0.625,0,no_label,79
-25,CR,0.625,1,label,38
-25,CR,0.625,1,no_label,89
-25,CR,0.625,2,label,38
-25,CR,0.625,2,no_label,100
-25,CR,0.625,3,label,39
-25,CR,0.625,3,no_label,100
-25,CR,0.625,4,label,38
-25,CR,0.625,4,no_label,100
-25,CR,0.625,5,label,36
-25,CR,0.625,5,no_label,100
-25,CR,0.625,6,label,32
-25,CR,0.625,6,no_label,100
-25,CR,0.625,7,label,29
-25,CR,0.625,7,no_label,94
-24,CR,0.5,0,no_label,46
-24,CR,0.5,0,label,41
-24,CR,0.5,1,no_label,40
-24,CR,0.5,1,label,40
-24,CR,0.5,2,no_label,48
-24,CR,0.5,2,label,47
-24,CR,0.5,3,no_label,52
-24,CR,0.5,3,label,51
-24,CR,0.5,4,no_label,53
-24,CR,0.5,4,label,52
-24,CR,0.5,5,no_label,51
-24,CR,0.5,5,label,49
-24,CR,0.5,6,no_label,47
-24,CR,0.5,6,label,45
-24,CR,0.5,7,no_label,42
-24,CR,0.5,7,label,40
-23,CR,0.5,0,label,49
-23,CR,0.5,0,no_label,38
-23,CR,0.5,1,label,45
-23,CR,0.5,1,no_label,42
-23,CR,0.5,2,label,54
-23,CR,0.5,2,no_label,46
-23,CR,0.5,3,label,61
-23,CR,0.5,3,no_label,47
-23,CR,0.5,4,label,63
-23,CR,0.5,4,no_label,45
-23,CR,0.5,5,label,61
-23,CR,0.5,5,no_label,42
-23,CR,0.5,6,label,56
-23,CR,0.5,6,no_label,37
-23,CR,0.5,7,label,50
-23,CR,0.5,7,no_label,33
-22,CR,0.5,0,no_label,68
-22,CR,0.5,0,label,56
-22,CR,0.5,1,no_label,57
-22,CR,0.5,1,label,55
-22,CR,0.5,2,no_label,65
-22,CR,0.5,2,label,65
-22,CR,0.5,3,no_label,71
-22,CR,0.5,3,label,72
-22,CR,0.5,4,no_label,72
-22,CR,0.5,4,label,72
-22,CR,0.5,5,no_label,69
-22,CR,0.5,5,label,68
-22,CR,0.5,6,no_label,63
-22,CR,0.5,6,label,62
-22,CR,0.5,7,no_label,57
-22,CR,0.5,7,label,56
-21,CR,0.5,0,label,53
-21,CR,0.5,0,no_label,36
-21,CR,0.5,1,label,52
-21,CR,0.5,1,no_label,40
-21,CR,0.5,2,label,62
-21,CR,0.5,2,no_label,46
-21,CR,0.5,3,label,70
-21,CR,0.5,3,no_label,48
-21,CR,0.5,4,label,73
-21,CR,0.5,4,no_label,47
-21,CR,0.5,5,label,70
-21,CR,0.5,5,no_label,44
-21,CR,0.5,6,label,65
-21,CR,0.5,6,no_label,40
-21,CR,0.5,7,label,58
-21,CR,0.5,7,no_label,35
-20,CR,0.5,0,no_label,42
-20,CR,0.5,0,label,43
-20,CR,0.5,1,no_label,38
-20,CR,0.5,1,label,45
-20,CR,0.5,2,no_label,36
-20,CR,0.5,2,label,53
-20,CR,0.5,3,no_label,34
-20,CR,0.5,3,label,59
-20,CR,0.5,4,no_label,31
-20,CR,0.5,4,label,60
-20,CR,0.5,5,no_label,29
-20,CR,0.5,5,label,59
-20,CR,0.5,6,no_label,27
-20,CR,0.5,6,label,55
-20,CR,0.5,7,no_label,24
-20,CR,0.5,7,label,51
-19,CR,0.5,0,label,59
-19,CR,0.5,0,no_label,43
-19,CR,0.5,1,label,49
-19,CR,0.5,1,no_label,53
-19,CR,0.5,2,label,51
-19,CR,0.5,2,no_label,66
-19,CR,0.5,3,label,53
-19,CR,0.5,3,no_label,75
-19,CR,0.5,4,label,52
-19,CR,0.5,4,no_label,78
-19,CR,0.5,5,label,50
-19,CR,0.5,5,no_label,75
-19,CR,0.5,6,label,46
-19,CR,0.5,6,no_label,69
-19,CR,0.5,7,label,41
-19,CR,0.5,7,no_label,61
-18,CR,0.5,0,no_label,45
-18,CR,0.5,0,label,40
-18,CR,0.5,1,no_label,42
-18,CR,0.5,1,label,51
-18,CR,0.5,2,no_label,50
-18,CR,0.5,2,label,68
-18,CR,0.5,3,no_label,54
-18,CR,0.5,3,label,79
-18,CR,0.5,4,no_label,54
-18,CR,0.5,4,label,82
-18,CR,0.5,5,no_label,51
-18,CR,0.5,5,label,78
-18,CR,0.5,6,no_label,47
-18,CR,0.5,6,label,71
-18,CR,0.5,7,no_label,41
-18,CR,0.5,7,label,62
-17,CR,0.5,0,label,53
-17,CR,0.5,0,no_label,38
-17,CR,0.5,1,label,51
-17,CR,0.5,1,no_label,36
-17,CR,0.5,2,label,61
-17,CR,0.5,2,no_label,45
-17,CR,0.5,3,label,70
-17,CR,0.5,3,no_label,49
-17,CR,0.5,4,label,72
-17,CR,0.5,4,no_label,48
-17,CR,0.5,5,label,69
-17,CR,0.5,5,no_label,45
-17,CR,0.5,6,label,63
-17,CR,0.5,6,no_label,41
-17,CR,0.5,7,label,56
-17,CR,0.5,7,no_label,36
-16,CR,0.375,0,no_label,46
-16,CR,0.375,0,label,41
-16,CR,0.375,1,no_label,40
-16,CR,0.375,1,label,40
-16,CR,0.375,2,no_label,48
-16,CR,0.375,2,label,47
-16,CR,0.375,3,no_label,52
-16,CR,0.375,3,label,51
-16,CR,0.375,4,no_label,53
-16,CR,0.375,4,label,52
-16,CR,0.375,5,no_label,51
-16,CR,0.375,5,label,49
-16,CR,0.375,6,no_label,47
-16,CR,0.375,6,label,45
-16,CR,0.375,7,no_label,42
-16,CR,0.375,7,label,40
-15,CR,0.375,0,label,49
-15,CR,0.375,0,no_label,38
-15,CR,0.375,1,label,45
-15,CR,0.375,1,no_label,42
-15,CR,0.375,2,label,54
-15,CR,0.375,2,no_label,46
-15,CR,0.375,3,label,61
-15,CR,0.375,3,no_label,47
-15,CR,0.375,4,label,63
-15,CR,0.375,4,no_label,45
-15,CR,0.375,5,label,61
-15,CR,0.375,5,no_label,42
-15,CR,0.375,6,label,56
-15,CR,0.375,6,no_label,37
-15,CR,0.375,7,label,50
-15,CR,0.375,7,no_label,33
-14,CR,0.375,0,no_label,68
-14,CR,0.375,0,label,56
-14,CR,0.375,1,no_label,57
-14,CR,0.375,1,label,55
-14,CR,0.375,2,no_label,65
-14,CR,0.375,2,label,65
-14,CR,0.375,3,no_label,71
-14,CR,0.375,3,label,72
-14,CR,0.375,4,no_label,72
-14,CR,0.375,4,label,72
-14,CR,0.375,5,no_label,69
-14,CR,0.375,5,label,68
-14,CR,0.375,6,no_label,63
-14,CR,0.375,6,label,62
-14,CR,0.375,7,no_label,57
-14,CR,0.375,7,label,56
-13,CR,0.375,0,label,53
-13,CR,0.375,0,no_label,36
-13,CR,0.375,1,label,52
-13,CR,0.375,1,no_label,40
-13,CR,0.375,2,label,62
-13,CR,0.375,2,no_label,46
-13,CR,0.375,3,label,70
-13,CR,0.375,3,no_label,48
-13,CR,0.375,4,label,73
-13,CR,0.375,4,no_label,47
-13,CR,0.375,5,label,70
-13,CR,0.375,5,no_label,44
-13,CR,0.375,6,label,65
-13,CR,0.375,6,no_label,40
-13,CR,0.375,7,label,58
-13,CR,0.375,7,no_label,35
-12,CR,0.375,0,no_label,42
-12,CR,0.375,0,label,43
-12,CR,0.375,1,no_label,38
-12,CR,0.375,1,label,45
-12,CR,0.375,2,no_label,36
-12,CR,0.375,2,label,53
-12,CR,0.375,3,no_label,34
-12,CR,0.375,3,label,59
-12,CR,0.375,4,no_label,31
-12,CR,0.375,4,label,60
-12,CR,0.375,5,no_label,29
-12,CR,0.375,5,label,59
-12,CR,0.375,6,no_label,27
-12,CR,0.375,6,label,55
-12,CR,0.375,7,no_label,24
-12,CR,0.375,7,label,51
-1,CR,0.25,0,label,50
-1,CR,0.25,0,no_label,40
-1,CR,0.25,1,label,38
-1,CR,0.25,1,no_label,38
-1,CR,0.25,2,label,50
-1,CR,0.25,2,no_label,40
-1,CR,0.25,3,label,57
-1,CR,0.25,3,no_label,42
-1,CR,0.25,4,label,60
-1,CR,0.25,4,no_label,43
-1,CR,0.25,5,label,59
-1,CR,0.25,5,no_label,41
-1,CR,0.25,6,label,56
-1,CR,0.25,6,no_label,38
-1,CR,0.25,7,label,52
-1,CR,0.25,7,no_label,35
-10,CR,0.375,0,no_label,45
-10,CR,0.375,0,label,40
-10,CR,0.375,1,no_label,42
-10,CR,0.375,1,label,51
-10,CR,0.375,2,no_label,50
-10,CR,0.375,2,label,68
-10,CR,0.375,3,no_label,54
-10,CR,0.375,3,label,79
-10,CR,0.375,4,no_label,54
-10,CR,0.375,4,label,82
-10,CR,0.375,5,no_label,51
-10,CR,0.375,5,label,78
-10,CR,0.375,6,no_label,47
-10,CR,0.375,6,label,71
-10,CR,0.375,7,no_label,41
-10,CR,0.375,7,label,62
-9,CR,0.375,0,label,53
-9,CR,0.375,0,no_label,38
-9,CR,0.375,1,label,51
-9,CR,0.375,1,no_label,36
-9,CR,0.375,2,label,61
-9,CR,0.375,2,no_label,45
-9,CR,0.375,3,label,70
-9,CR,0.375,3,no_label,49
-9,CR,0.375,4,label,72
-9,CR,0.375,4,no_label,48
-9,CR,0.375,5,label,69
-9,CR,0.375,5,no_label,45
-9,CR,0.375,6,label,63
-9,CR,0.375,6,no_label,41
-9,CR,0.375,7,label,56
-9,CR,0.375,7,no_label,36
-8,CR,0.25,0,no_label,38
-8,CR,0.25,0,label,43
-8,CR,0.25,1,no_label,38
-8,CR,0.25,1,label,46
-8,CR,0.25,2,no_label,36
-8,CR,0.25,2,label,56
-8,CR,0.25,3,no_label,37
-8,CR,0.25,3,label,62
-8,CR,0.25,4,no_label,36
-8,CR,0.25,4,label,63
-8,CR,0.25,5,no_label,34
-8,CR,0.25,5,label,59
-8,CR,0.25,6,no_label,32
-8,CR,0.25,6,label,54
-8,CR,0.25,7,no_label,28
-8,CR,0.25,7,label,48
-7,CR,0.25,0,label,63
-7,CR,0.25,0,no_label,38
-7,CR,0.25,1,label,70
-7,CR,0.25,1,no_label,36
-7,CR,0.25,2,label,93
-7,CR,0.25,2,no_label,39
-7,CR,0.25,3,label,100
-7,CR,0.25,3,no_label,41
-7,CR,0.25,4,label,100
-7,CR,0.25,4,no_label,40
-7,CR,0.25,5,label,100
-7,CR,0.25,5,no_label,38
-7,CR,0.25,6,label,100
-7,CR,0.25,6,no_label,34
-7,CR,0.25,7,label,100
-7,CR,0.25,7,no_label,30
-6,CR,0.25,0,no_label,44
-6,CR,0.25,0,label,45
-6,CR,0.25,1,no_label,42
-6,CR,0.25,1,label,52
-6,CR,0.25,2,no_label,51
-6,CR,0.25,2,label,61
-6,CR,0.25,3,no_label,59
-6,CR,0.25,3,label,69
-6,CR,0.25,4,no_label,62
-6,CR,0.25,4,label,70
-6,CR,0.25,5,no_label,61
-6,CR,0.25,5,label,68
-6,CR,0.25,6,no_label,57
-6,CR,0.25,6,label,62
-6,CR,0.25,7,no_label,52
-6,CR,0.25,7,label,56
-5,CR,0.25,0,label,53
-5,CR,0.25,0,no_label,37
-5,CR,0.25,1,label,49
-5,CR,0.25,1,no_label,34
-5,CR,0.25,2,label,57
-5,CR,0.25,2,no_label,40
-5,CR,0.25,3,label,63
-5,CR,0.25,3,no_label,42
-5,CR,0.25,4,label,64
-5,CR,0.25,4,no_label,41
-5,CR,0.25,5,label,61
-5,CR,0.25,5,no_label,39
-5,CR,0.25,6,label,57
-5,CR,0.25,6,no_label,35
-5,CR,0.25,7,label,51
-5,CR,0.25,7,no_label,32
-4,CR,0.25,0,no_label,55
-4,CR,0.25,0,label,40
-4,CR,0.25,1,no_label,50
-4,CR,0.25,1,label,44
-4,CR,0.25,2,no_label,60
-4,CR,0.25,2,label,52
-4,CR,0.25,3,no_label,71
-4,CR,0.25,3,label,59
-4,CR,0.25,4,no_label,77
-4,CR,0.25,4,label,61
-4,CR,0.25,5,no_label,78
-4,CR,0.25,5,label,60
-4,CR,0.25,6,no_label,74
-4,CR,0.25,6,label,56
-4,CR,0.25,7,no_label,67
-4,CR,0.25,7,label,50
-3,CR,0.25,0,label,38
-3,CR,0.25,0,no_label,38
-3,CR,0.25,1,label,38
-3,CR,0.25,1,no_label,38
-3,CR,0.25,2,label,44
-3,CR,0.25,2,no_label,43
-3,CR,0.25,3,label,52
-3,CR,0.25,3,no_label,46
-3,CR,0.25,4,label,56
-3,CR,0.25,4,no_label,45
-3,CR,0.25,5,label,55
-3,CR,0.25,5,no_label,43
-3,CR,0.25,6,label,52
-3,CR,0.25,6,no_label,39
-3,CR,0.25,7,label,47
-3,CR,0.25,7,no_label,35
-2,CR,0.25,0,no_label,57
-2,CR,0.25,0,label,65
-2,CR,0.25,1,no_label,49
-2,CR,0.25,1,label,70
-2,CR,0.25,2,no_label,54
-2,CR,0.25,2,label,92
-2,CR,0.25,3,no_label,58
-2,CR,0.25,3,label,100
-2,CR,0.25,4,no_label,60
-2,CR,0.25,4,label,100
-2,CR,0.25,5,no_label,58
-2,CR,0.25,5,label,100
-2,CR,0.25,6,no_label,54
-2,CR,0.25,6,label,100
-2,CR,0.25,7,no_label,49
-2,CR,0.25,7,label,100
