subject,model,explo_overlap,trial,labelled,i_presentation,error
2,LaF,0.25,1,label,3,0.69185328269
2,LaF,0.25,1,label,4,0.585278588203
2,LaF,0.25,1,label,5,0.438232269637
2,LaF,0.25,1,label,6,0.347899515867
2,LaF,0.25,1,label,7,0.267819139148
2,LaF,0.25,1,label,8,0.209207288811
2,LaF,0.25,1,label,9,0.162088736841
2,LaF,0.25,1,label,10,0.126046613462
2,LaF,0.25,1,label,11,0.0977945429641
2,LaF,0.25,1,label,12,0.0759453698432
2,LaF,0.25,1,label,13,0.0589389416908
2,LaF,0.25,1,label,14,0.0457518824843
2,LaF,0.25,1,label,15,0.0355091237836
2,LaF,0.25,1,label,16,0.0275619109066
2,LaF,0.25,1,label,17,0.0213929883688
2,LaF,0.25,1,label,18,0.0166058718592
2,LaF,0.25,1,label,19,0.0128905078153
2,LaF,0.25,1,label,20,0.0100071064238
2,LaF,0.25,1,label,21,0.00776919456655
2,LaF,0.25,2,no_label,0,1.98480746845
2,LaF,0.25,2,no_label,1,0.670677298712
2,LaF,0.25,2,no_label,2,0.888576555162
2,LaF,0.25,2,no_label,3,0.525251907925
2,LaF,0.25,2,no_label,4,0.472698303468
2,LaF,0.25,2,no_label,5,0.335130340248
2,LaF,0.25,2,no_label,6,0.270404644313
2,LaF,0.25,2,no_label,7,0.202949453847
2,LaF,0.25,2,no_label,8,0.15848251355
2,LaF,0.25,2,no_label,9,0.12104235557
2,LaF,0.25,2,no_label,10,0.0935819326089
2,LaF,0.25,2,no_label,11,0.0718575052497
2,LaF,0.25,2,no_label,12,0.0553855458687
2,LaF,0.25,2,no_label,13,0.0425994993925
2,LaF,0.25,2,no_label,14,0.0328044929431
2,LaF,0.25,2,no_label,15,0.0252457279223
2,LaF,0.25,2,no_label,16,0.0194364904345
2,LaF,0.25,2,no_label,17,0.0149615282995
2,LaF,0.25,2,no_label,18,0.0115187084191
2,LaF,0.25,2,no_label,19,0.00886797652522
2,LaF,0.25,2,label,0,1.60723373322
2,LaF,0.25,2,label,1,0.59941563954
2,LaF,0.25,2,label,2,0.724140230533
2,LaF,0.25,2,label,3,0.452513803951
2,LaF,0.25,2,label,4,0.393514729578
2,LaF,0.25,2,label,5,0.285297681611
2,LaF,0.25,2,label,6,0.227748693135
2,LaF,0.25,2,label,7,0.17237213571
2,LaF,0.25,2,label,8,0.13425343168
2,LaF,0.25,2,label,9,0.102895070362
2,LaF,0.25,2,label,10,0.0795492951693
2,LaF,0.25,2,label,11,0.0611975749437
2,LaF,0.25,2,label,12,0.04720618215
2,LaF,0.25,2,label,13,0.0363588093708
2,LaF,0.25,2,label,14,0.0280283843453
2,LaF,0.25,2,label,15,0.0215973766879
2,LaF,0.25,2,label,16,0.0166472894633
2,LaF,0.25,2,label,17,0.0128307405237
2,LaF,0.25,2,label,18,0.00989075472845
2,LaF,0.25,3,no_label,0,1.33731914149
2,LaF,0.25,3,no_label,1,0.427623004612
2,LaF,0.25,3,no_label,2,0.592081882051
2,LaF,0.25,3,no_label,3,0.335500825784
2,LaF,0.25,3,no_label,4,0.308858126532
2,LaF,0.25,3,no_label,5,0.213180956442
2,LaF,0.25,3,no_label,6,0.173379963593
2,LaF,0.25,3,no_label,7,0.128079351667
2,LaF,0.25,3,no_label,8,0.100024648816
2,LaF,0.25,3,no_label,9,0.0756195715486
2,LaF,0.25,3,no_label,10,0.0582614392601
2,LaF,0.25,3,no_label,11,0.0443966383548
2,LaF,0.25,3,no_label,12,0.0340518117727
2,LaF,0.25,3,no_label,13,0.0260206839836
2,LaF,0.25,3,no_label,14,0.0199288978436
2,LaF,0.25,3,no_label,15,0.0152446744868
2,LaF,0.25,3,no_label,16,0.0116711655245
2,LaF,0.25,3,no_label,17,0.0089320762276
2,LaF,0.25,3,label,0,1.04842011878
2,LaF,0.25,3,label,1,0.353384571487
2,LaF,0.25,3,label,2,0.465177822883
2,LaF,0.25,3,label,3,0.271719924891
2,LaF,0.25,3,label,4,0.245272248353
2,LaF,0.25,3,label,5,0.171529549205
2,LaF,0.25,3,label,6,0.138618803322
2,LaF,0.25,3,label,7,0.102956147438
2,LaF,0.25,3,label,8,0.0802877179163
2,LaF,0.25,3,label,9,0.0608547022877
2,LaF,0.25,3,label,10,0.0468992960049
2,LaF,0.25,3,label,11,0.0357973976083
2,LaF,0.25,3,label,12,0.0274818367763
2,LaF,0.25,3,label,13,0.0210298532052
2,LaF,0.25,3,label,14,0.0161260562767
2,LaF,0.25,3,label,15,0.0123530688489
2,LaF,0.25,3,label,16,0.00947051983168
2,LaF,0.25,4,no_label,0,0.830996005452
2,LaF,0.25,4,no_label,1,0.250985829774
2,LaF,0.25,4,no_label,2,0.36551730423
2,LaF,0.25,4,no_label,3,0.198408761845
2,LaF,0.25,4,no_label,4,0.187612882145
2,LaF,0.25,4,no_label,5,0.126078583646
2,LaF,0.25,4,no_label,6,0.103690011045
2,LaF,0.25,4,no_label,7,0.0754218830116
2,LaF,0.25,4,no_label,8,0.0590603285883
2,LaF,0.25,4,no_label,9,0.0442309742642
2,LaF,0.25,4,no_label,10,0.034032888876
2,LaF,0.25,4,no_label,11,0.0257645331355
2,LaF,0.25,4,no_label,12,0.0197004870068
2,LaF,0.25,4,no_label,13,0.0149754350143
2,LaF,0.25,4,no_label,14,0.0114262350532
2,LaF,0.25,4,no_label,15,0.00870007272073
2,LaF,0.25,4,label,0,0.634156207734
2,LaF,0.25,4,label,1,0.198136793229
2,LaF,0.25,4,label,2,0.279410743128
2,LaF,0.25,4,label,3,0.154843489055
2,LaF,0.25,4,label,4,0.144502394353
2,LaF,0.25,4,label,5,0.098105116169
2,LaF,0.25,4,label,6,0.0803482033548
2,LaF,0.25,4,label,7,0.0587414676413
2,LaF,0.25,4,label,8,0.0459782843499
2,LaF,0.25,4,label,9,0.0345389175487
2,LaF,0.25,4,label,10,0.026603981882
2,LaF,0.25,4,label,11,0.0201885457201
2,LaF,0.25,4,label,12,0.0154636511319
2,LaF,0.25,4,label,13,0.0117812973862
2,LaF,0.25,4,label,14,0.00900787246847
2,LaF,0.25,5,no_label,0,0.487728422351
2,LaF,0.25,5,no_label,1,0.141017701506
2,LaF,0.25,5,no_label,2,0.213780312985
2,LaF,0.25,5,no_label,3,0.11241072748
2,LaF,0.25,5,no_label,4,0.108608752624
2,LaF,0.25,5,no_label,5,0.0715590777391
2,LaF,0.25,5,no_label,6,0.0594318610316
2,LaF,0.25,5,no_label,7,0.042740242486
2,LaF,0.25,5,no_label,8,0.0335804473566
2,LaF,0.25,5,no_label,9,0.0249801354547
2,LaF,0.25,5,no_label,10,0.0192234852237
2,LaF,0.25,5,no_label,11,0.0144891739187
2,LaF,0.25,5,no_label,12,0.011064494938
2,LaF,0.25,5,no_label,13,0.00838314903934
2,LaF,0.25,5,label,0,0.366625546845
2,LaF,0.25,5,label,1,0.109017898447
2,LaF,0.25,5,label,2,0.160971994929
2,LaF,0.25,5,label,3,0.0862629214397
2,LaF,0.25,5,label,4,0.0823700033171
2,LaF,0.25,5,label,5,0.0548556675241
2,LaF,0.25,5,label,6,0.045384640729
2,LaF,0.25,5,label,7,0.0328393895459
2,LaF,0.25,5,label,8,0.0257990630599
2,LaF,0.25,5,label,9,0.0192708717345
2,LaF,0.25,5,label,10,0.0148540107918
2,LaF,0.25,5,label,11,0.0112337497914
2,LaF,0.25,5,label,12,0.00859963350275
2,LaF,0.25,6,no_label,0,0.278057742062
2,LaF,0.25,6,no_label,1,0.0779152638639
2,LaF,0.25,6,no_label,2,0.1215509252
2,LaF,0.25,6,no_label,3,0.0626338526434
2,LaF,0.25,6,no_label,4,0.0613944323896
2,LaF,0.25,6,no_label,5,0.0399652897156
2,LaF,0.25,6,no_label,6,0.0334183322827
2,LaF,0.25,6,no_label,7,0.0238707286557
2,LaF,0.25,6,no_label,8,0.0188059200168
2,LaF,0.25,6,no_label,9,0.0139362970272
2,LaF,0.25,6,no_label,10,0.0107322805707
2,LaF,0.25,6,no_label,11,0.00807055355586
2,LaF,0.25,6,label,0,0.208155250294
2,LaF,0.25,6,label,1,0.0598862936085
2,LaF,0.25,6,label,2,0.0911221302469
2,LaF,0.25,6,label,3,0.0478990376113
2,LaF,0.25,6,label,4,0.04637624506
2,LaF,0.25,6,label,5,0.030563566362
2,LaF,0.25,6,label,6,0.0254471115416
2,LaF,0.25,6,label,7,0.0183152206682
2,LaF,0.25,6,label,8,0.0144274015556
2,LaF,0.25,6,label,9,0.0107479701065
2,LaF,0.25,6,label,10,0.0082930346412
2,LaF,0.25,7,no_label,0,0.157646492291
2,LaF,0.25,7,no_label,1,0.0429897295933
2,LaF,0.25,7,no_label,2,0.0686724532556
2,LaF,0.25,7,no_label,3,0.0349203388508
2,LaF,0.25,7,no_label,4,0.0345655185016
2,LaF,0.25,7,no_label,5,0.0223479511929
2,LaF,0.25,7,no_label,6,0.0187702012197
2,LaF,0.25,7,no_label,7,0.0133623484553
2,LaF,0.25,7,no_label,8,0.0105481536307
