subject,theory,model,explo_overlap,trial,labelled,i_presentation,error
0,LaF,BPN,0,1,no_label,88,NA
0,LaF,BPN,0,1,no_label,89,NA
0,LaF,BPN,0,1,no_label,90,NA
0,LaF,BPN,0,1,no_label,91,NA
0,LaF,BPN,0,1,no_label,92,NA
0,LaF,BPN,0,1,no_label,93,NA
0,LaF,BPN,0,1,no_label,94,NA
0,LaF,BPN,0,1,no_label,95,NA
0,LaF,BPN,0,1,no_label,96,NA
0,LaF,BPN,0,1,no_label,97,NA
0,LaF,BPN,0,1,no_label,98,NA
0,LaF,BPN,0,1,no_label,99,NA
0,LaF,BPN,0,1,label,0,1.24231295545
0,LaF,BPN,0,1,label,1,0.525239946522
0,LaF,BPN,0,1,label,2,0.58783060275
0,LaF,BPN,0,1,label,3,0.396676935033
0,LaF,BPN,0,1,label,4,0.340950202245
0,LaF,BPN,0,1,label,5,0.258656930356
0,LaF,BPN,0,1,label,6,0.209766803141
0,LaF,BPN,0,1,label,7,0.164195885538
0,LaF,BPN,0,1,label,8,0.131239151705
0,LaF,BPN,0,1,label,9,0.103735955142
0,LaF,BPN,0,1,label,10,0.0826132980343
0,LaF,BPN,0,1,label,11,0.065551080825
0,LaF,BPN,0,1,label,12,0.0521736468879
0,LaF,BPN,0,1,label,13,0.0414792781494
0,LaF,BPN,0,1,label,14,0.033025843354
0,LaF,BPN,0,1,label,15,0.0262893996423
0,LaF,BPN,0,1,label,16,0.0209444432505
0,LaF,BPN,0,1,label,17,0.0166880076542
0,LaF,BPN,0,1,label,18,0.0133038066124
0,LaF,BPN,0,1,label,19,0.0106082274892
0,LaF,BPN,0,1,label,20,0.00846217876018
0,LaF,BPN,0,1,label,21,0.00675192573491
0,LaF,BPN,0,1,label,22,0.00538901138231
0,LaF,BPN,0,1,label,23,0.00430222192629
0,LaF,BPN,0,1,label,24,0.00343548886191
0,LaF,BPN,0,1,label,25,0.00274395880591
0,LaF,BPN,0,1,label,26,0.00219210424037
0,LaF,BPN,0,1,label,27,0.00175157155711
0,LaF,BPN,0,1,label,28,0.00139983062616
0,LaF,BPN,0,1,label,29,0.00111891270907
0,LaF,BPN,0,1,label,30,NA
0,LaF,BPN,0,1,label,31,NA
0,LaF,BPN,0,1,label,32,NA
0,LaF,BPN,0,1,label,33,NA
0,LaF,BPN,0,1,label,34,NA
0,LaF,BPN,0,1,label,35,NA
0,LaF,BPN,0,1,label,36,NA
0,LaF,BPN,0,1,label,37,NA
0,LaF,BPN,0,1,label,38,NA
0,LaF,BPN,0,1,label,39,NA
0,LaF,BPN,0,1,label,40,NA
0,LaF,BPN,0,1,label,41,NA
0,LaF,BPN,0,1,label,42,NA
0,LaF,BPN,0,1,label,43,NA
0,LaF,BPN,0,1,label,44,NA
0,LaF,BPN,0,1,label,45,NA
0,LaF,BPN,0,1,label,46,NA
0,LaF,BPN,0,1,label,47,NA
0,LaF,BPN,0,1,label,48,NA
0,LaF,BPN,0,1,label,49,NA
0,LaF,BPN,0,1,label,50,NA
0,LaF,BPN,0,1,label,51,NA
0,LaF,BPN,0,1,label,52,NA
0,LaF,BPN,0,1,label,53,NA
0,LaF,BPN,0,1,label,54,NA
0,LaF,BPN,0,1,label,55,NA
0,LaF,BPN,0,1,label,56,NA
0,LaF,BPN,0,1,label,57,NA
0,LaF,BPN,0,1,label,58,NA
0,LaF,BPN,0,1,label,59,NA
0,LaF,BPN,0,1,label,60,NA
0,LaF,BPN,0,1,label,61,NA
0,LaF,BPN,0,1,label,62,NA
0,LaF,BPN,0,1,label,63,NA
0,LaF,BPN,0,1,label,64,NA
0,LaF,BPN,0,1,label,65,NA
0,LaF,BPN,0,1,label,66,NA
0,LaF,BPN,0,1,label,67,NA
0,LaF,BPN,0,1,label,68,NA
0,LaF,BPN,0,1,label,69,NA
0,LaF,BPN,0,1,label,70,NA
0,LaF,BPN,0,1,label,71,NA
0,LaF,BPN,0,1,label,72,NA
0,LaF,BPN,0,1,label,73,NA
0,LaF,BPN,0,1,label,74,NA
0,LaF,BPN,0,1,label,75,NA
0,LaF,BPN,0,1,label,76,NA
0,LaF,BPN,0,1,label,77,NA
0,LaF,BPN,0,1,label,78,NA
0,LaF,BPN,0,1,label,79,NA
0,LaF,BPN,0,1,label,80,NA
0,LaF,BPN,0,1,label,81,NA
0,LaF,BPN,0,1,label,82,NA
0,LaF,BPN,0,1,label,83,NA
0,LaF,BPN,0,1,label,84,NA
0,LaF,BPN,0,1,label,85,NA
0,LaF,BPN,0,1,label,86,NA
0,LaF,BPN,0,1,label,87,NA
0,LaF,BPN,0,1,label,88,NA
0,LaF,BPN,0,1,label,89,NA
0,LaF,BPN,0,1,label,90,NA
0,LaF,BPN,0,1,label,91,NA
0,LaF,BPN,0,1,label,92,NA
0,LaF,BPN,0,1,label,93,NA
0,LaF,BPN,0,1,label,94,NA
0,LaF,BPN,0,1,label,95,NA
0,LaF,BPN,0,1,label,96,NA
0,LaF,BPN,0,1,label,97,NA
0,LaF,BPN,0,1,label,98,NA
0,LaF,BPN,0,1,label,99,NA
0,LaF,BPN,0,2,no_label,0,1.04615510856
0,LaF,BPN,0,2,no_label,1,0.427695662773
0,LaF,BPN,0,2,no_label,2,0.488212231414
0,LaF,BPN,0,2,no_label,3,0.324829207326
0,LaF,BPN,0,2,no_label,4,0.279197440658
0,LaF,BPN,0,2,no_label,5,0.210617870224
0,LaF,BPN,0,2,no_label,6,0.169870666397
0,LaF,BPN,0,2,no_label,7,0.132400751436
0,LaF,BPN,0,2,no_label,8,0.105135758989
0,LaF,BPN,0,2,no_label,9,0.0827017810444
0,LaF,BPN,0,2,no_label,10,0.0654245961157
0,LaF,BPN,0,2,no_label,11,0.0516216233484
0,LaF,BPN,0,2,no_label,12,0.040810348261
0,LaF,BPN,0,2,no_label,13,0.0322429380744
0,LaF,BPN,0,2,no_label,14,0.0254947145249
0,LaF,BPN,0,2,no_label,15,0.0201580954885
0,LaF,BPN,0,2,no_label,16,0.0159453508994
0,LaF,BPN,0,2,no_label,17,0.0126147189228
0,LaF,BPN,0,2,no_label,18,0.00998260771174
0,LaF,BPN,0,2,no_label,19,0.00790108793647
0,LaF,BPN,0,2,no_label,20,0.00625496339366
0,LaF,BPN,0,2,no_label,21,0.00495265975399
0,LaF,BPN,0,2,no_label,22,0.00392221589064
0,LaF,BPN,0,2,no_label,23,0.00310666459365
0,LaF,BPN,0,2,no_label,24,0.00246107993428
0,LaF,BPN,0,2,no_label,25,0.00194993374018
0,LaF,BPN,0,2,no_label,26,0.0015451620507
0,LaF,BPN,0,2,no_label,27,0.00122457155158
0,LaF,BPN,0,2,no_label,28,0.00097061575839
0,LaF,BPN,0,2,no_label,29,NA
0,LaF,BPN,0,2,no_label,30,NA
0,LaF,BPN,0,2,no_label,31,NA
0,LaF,BPN,0,2,no_label,32,NA
0,LaF,BPN,0,2,no_label,33,NA
0,LaF,BPN,0,2,no_label,34,NA
0,LaF,BPN,0,2,no_label,35,NA
0,LaF,BPN,0,2,no_label,36,NA
0,LaF,BPN,0,2,no_label,37,NA
0,LaF,BPN,0,2,no_label,38,NA
0,LaF,BPN,0,2,no_label,39,NA
0,LaF,BPN,0,2,no_label,40,NA
0,LaF,BPN,0,2,no_label,41,NA
0,LaF,BPN,0,2,no_label,42,NA
0,LaF,BPN,0,2,no_label,43,NA
0,LaF,BPN,0,2,no_label,44,NA
0,LaF,BPN,0,2,no_label,45,NA
0,LaF,BPN,0,2,no_label,46,NA
0,LaF,BPN,0,2,no_label,47,NA
0,LaF,BPN,0,2,no_label,48,NA
0,LaF,BPN,0,2,no_label,49,NA
0,LaF,BPN,0,2,no_label,50,NA
0,LaF,BPN,0,2,no_label,51,NA
0,LaF,BPN,0,2,no_label,52,NA
0,LaF,BPN,0,2,no_label,53,NA
0,LaF,BPN,0,2,no_label,54,NA
0,LaF,BPN,0,2,no_label,55,NA
0,LaF,BPN,0,2,no_label,56,NA
0,LaF,BPN,0,2,no_label,57,NA
0,LaF,BPN,0,2,no_label,58,NA
0,LaF,BPN,0,2,no_label,59,NA
0,LaF,BPN,0,2,no_label,60,NA
0,LaF,BPN,0,2,no_label,61,NA
0,LaF,BPN,0,2,no_label,62,NA
0,LaF,BPN,0,2,no_label,63,NA
0,LaF,BPN,0,2,no_label,64,NA
0,LaF,BPN,0,2,no_label,65,NA
0,LaF,BPN,0,2,no_label,66,NA
0,LaF,BPN,0,2,no_label,67,NA
0,LaF,BPN,0,2,no_label,68,NA
0,LaF,BPN,0,2,no_label,69,NA
0,LaF,BPN,0,2,no_label,70,NA
0,LaF,BPN,0,2,no_label,71,NA
0,LaF,BPN,0,2,no_label,72,NA
0,LaF,BPN,0,2,no_label,73,NA
0,LaF,BPN,0,2,no_label,74,NA
0,LaF,BPN,0,2,no_label,75,NA
0,LaF,BPN,0,2,no_label,76,NA
0,LaF,BPN,0,2,no_label,77,NA
0,LaF,BPN,0,2,no_label,78,NA
0,LaF,BPN,0,2,no_label,79,NA
0,LaF,BPN,0,2,no_label,80,NA
0,LaF,BPN,0,2,no_label,81,NA
0,LaF,BPN,0,2,no_label,82,NA
0,LaF,BPN,0,2,no_label,83,NA
0,LaF,BPN,0,2,no_label,84,NA
0,LaF,BPN,0,2,no_label,85,NA
0,LaF,BPN,0,2,no_label,86,NA
0,LaF,BPN,0,2,no_label,87,NA
0,LaF,BPN,0,2,no_label,88,NA
0,LaF,BPN,0,2,no_label,89,NA
0,LaF,BPN,0,2,no_label,90,NA
0,LaF,BPN,0,2,no_label,91,NA
0,LaF,BPN,0,2,no_label,92,NA
0,LaF,BPN,0,2,no_label,93,NA
0,LaF,BPN,0,2,no_label,94,NA
0,LaF,BPN,0,2,no_label,95,NA
0,LaF,BPN,0,2,no_label,96,NA
0,LaF,BPN,0,2,no_label,97,NA
0,LaF,BPN,0,2,no_label,98,NA
0,LaF,BPN,0,2,no_label,99,NA
0,LaF,BPN,0,2,label,0,0.859096163561
0,LaF,BPN,0,2,label,1,0.373007741825
0,LaF,BPN,0,2,label,2,0.407459045075
0,LaF,BPN,0,2,label,3,0.280981176974
0,LaF,BPN,0,2,label,4,0.238650035188
0,LaF,BPN,0,2,label,5,0.183180313703
0,LaF,BPN,0,2,label,6,0.147855635002
0,LaF,BPN,0,2,label,7,0.116436070679
0,LaF,BPN,0,2,label,8,0.0929287427417
0,LaF,BPN,0,2,label,9,0.0736967996973
0,LaF,BPN,0,2,label,10,0.0586831114746
0,LaF,BPN,0,2,label,11,0.04665405611
0,LaF,BPN,0,2,label,12,0.0371459677492
0,LaF,BPN,0,2,label,13,0.0295682244291
0,LaF,BPN,0,2,label,14,0.0235528097961
0,LaF,BPN,0,2,label,15,0.0187635914209
0,LaF,BPN,0,2,label,16,0.0149546003887
0,LaF,BPN,0,2,label,17,0.0119215019577
0,LaF,BPN,0,2,label,18,0.00950656491535
0,LaF,BPN,0,2,label,19,0.00758258801395
0,LaF,BPN,0,2,label,20,0.00604953284509
0,LaF,BPN,0,2,label,21,0.0048274748436
0,LaF,BPN,0,2,label,22,0.00385311129197
0,LaF,BPN,0,2,label,23,0.003076002755
0,LaF,BPN,0,2,label,24,0.00245607754771
0,LaF,BPN,0,2,label,25,0.00196142135847
0,LaF,BPN,0,2,label,26,0.00156663956015
0,LaF,BPN,0,2,label,27,0.00125150173341
0,LaF,BPN,0,2,label,28,0.000999894145672
0,LaF,BPN,0,2,label,29,NA
0,LaF,BPN,0,2,label,30,NA
0,LaF,BPN,0,2,label,31,NA
0,LaF,BPN,0,2,label,32,NA
0,LaF,BPN,0,2,label,33,NA
0,LaF,BPN,0,2,label,34,NA
0,LaF,BPN,0,2,label,35,NA
0,LaF,BPN,0,2,label,36,NA
0,LaF,BPN,0,2,label,37,NA
0,LaF,BPN,0,2,label,38,NA
0,LaF,BPN,0,2,label,39,NA
0,LaF,BPN,0,2,label,40,NA
0,LaF,BPN,0,2,label,41,NA
0,LaF,BPN,0,2,label,42,NA
0,LaF,BPN,0,2,label,43,NA
0,LaF,BPN,0,2,label,44,NA
0,LaF,BPN,0,2,label,45,NA
0,LaF,BPN,0,2,label,46,NA
0,LaF,BPN,0,2,label,47,NA
0,LaF,BPN,0,2,label,48,NA
0,LaF,BPN,0,2,label,49,NA
0,LaF,BPN,0,2,label,50,NA
0,LaF,BPN,0,2,label,51,NA
0,LaF,BPN,0,2,label,52,NA
0,LaF,BPN,0,2,label,53,NA
0,LaF,BPN,0,2,label,54,NA
0,LaF,BPN,0,2,label,55,NA
0,LaF,BPN,0,2,label,56,NA
0,LaF,BPN,0,2,label,57,NA
0,LaF,BPN,0,2,label,58,NA
0,LaF,BPN,0,2,label,59,NA
0,LaF,BPN,0,2,label,60,NA
0,LaF,BPN,0,2,label,61,NA
0,LaF,BPN,0,2,label,62,NA
0,LaF,BPN,0,2,label,63,NA
0,LaF,BPN,0,2,label,64,NA
0,LaF,BPN,0,2,label,65,NA
0,LaF,BPN,0,2,label,66,NA
0,LaF,BPN,0,2,label,67,NA
0,LaF,BPN,0,2,label,68,NA
0,LaF,BPN,0,2,label,69,NA
0,LaF,BPN,0,2,label,70,NA
0,LaF,BPN,0,2,label,71,NA
0,LaF,BPN,0,2,label,72,NA
0,LaF,BPN,0,2,label,73,NA
0,LaF,BPN,0,2,label,74,NA
0,LaF,BPN,0,2,label,75,NA
0,LaF,BPN,0,2,label,76,NA
0,LaF,BPN,0,2,label,77,NA
0,LaF,BPN,0,2,label,78,NA
0,LaF,BPN,0,2,label,79,NA
0,LaF,BPN,0,2,label,80,NA
0,LaF,BPN,0,2,label,81,NA
0,LaF,BPN,0,2,label,82,NA
0,LaF,BPN,0,2,label,83,NA
0,LaF,BPN,0,2,label,84,NA
0,LaF,BPN,0,2,label,85,NA
0,LaF,BPN,0,2,label,86,NA
0,LaF,BPN,0,2,label,87,NA
0,LaF,BPN,0,2,label,88,NA
0,LaF,BPN,0,2,label,89,NA
0,LaF,BPN,0,2,label,90,NA
0,LaF,BPN,0,2,label,91,NA
0,LaF,BPN,0,2,label,92,NA
0,LaF,BPN,0,2,label,93,NA
