subject,theory,model,explo_overlap,trial,labelled,i_presentation,error
19,CR,DMN,0,4,no_label,35,NA
19,CR,DMN,0,4,no_label,36,NA
19,CR,DMN,0,4,no_label,37,NA
19,CR,DMN,0,4,no_label,38,NA
19,CR,DMN,0,4,no_label,39,NA
19,CR,DMN,0,4,no_label,40,NA
19,CR,DMN,0,4,no_label,41,NA
19,CR,DMN,0,4,no_label,42,NA
19,CR,DMN,0,4,no_label,43,NA
19,CR,DMN,0,4,no_label,44,NA
19,CR,DMN,0,4,no_label,45,NA
19,CR,DMN,0,4,no_label,46,NA
19,CR,DMN,0,4,no_label,47,NA
19,CR,DMN,0,4,no_label,48,NA
19,CR,DMN,0,4,no_label,49,NA
19,CR,DMN,0,4,no_label,50,NA
19,CR,DMN,0,4,no_label,51,NA
19,CR,DMN,0,4,no_label,52,NA
19,CR,DMN,0,4,no_label,53,NA
19,CR,DMN,0,4,no_label,54,NA
19,CR,DMN,0,4,no_label,55,NA
19,CR,DMN,0,4,no_label,56,NA
19,CR,DMN,0,4,no_label,57,NA
19,CR,DMN,0,4,no_label,58,NA
19,CR,DMN,0,4,no_label,59,NA
19,CR,DMN,0,4,no_label,60,NA
19,CR,DMN,0,4,no_label,61,NA
19,CR,DMN,0,4,no_label,62,NA
19,CR,DMN,0,4,no_label,63,NA
19,CR,DMN,0,4,no_label,64,NA
19,CR,DMN,0,4,no_label,65,NA
19,CR,DMN,0,4,no_label,66,NA
19,CR,DMN,0,4,no_label,67,NA
19,CR,DMN,0,4,no_label,68,NA
19,CR,DMN,0,4,no_label,69,NA
19,CR,DMN,0,4,no_label,70,NA
19,CR,DMN,0,4,no_label,71,NA
19,CR,DMN,0,4,no_label,72,NA
19,CR,DMN,0,4,no_label,73,NA
19,CR,DMN,0,4,no_label,74,NA
19,CR,DMN,0,4,no_label,75,NA
19,CR,DMN,0,4,no_label,76,NA
19,CR,DMN,0,4,no_label,77,NA
19,CR,DMN,0,4,no_label,78,NA
19,CR,DMN,0,4,no_label,79,NA
19,CR,DMN,0,4,no_label,80,NA
19,CR,DMN,0,4,no_label,81,NA
19,CR,DMN,0,4,no_label,82,NA
19,CR,DMN,0,4,no_label,83,NA
19,CR,DMN,0,4,no_label,84,NA
19,CR,DMN,0,4,no_label,85,NA
19,CR,DMN,0,4,no_label,86,NA
19,CR,DMN,0,4,no_label,87,NA
19,CR,DMN,0,4,no_label,88,NA
19,CR,DMN,0,4,no_label,89,NA
19,CR,DMN,0,4,no_label,90,NA
19,CR,DMN,0,4,no_label,91,NA
19,CR,DMN,0,4,no_label,92,NA
19,CR,DMN,0,4,no_label,93,NA
19,CR,DMN,0,4,no_label,94,NA
19,CR,DMN,0,4,no_label,95,NA
19,CR,DMN,0,4,no_label,96,NA
19,CR,DMN,0,4,no_label,97,NA
19,CR,DMN,0,4,no_label,98,NA
19,CR,DMN,0,4,no_label,99,NA
19,CR,DMN,0,4,label,0,0.0984644005998
19,CR,DMN,0,4,label,1,0.057994936834
19,CR,DMN,0,4,label,2,0.0545595573782
19,CR,DMN,0,4,label,3,0.0441536790252
19,CR,DMN,0,4,label,4,0.0373575748862
19,CR,DMN,0,4,label,5,0.0311935233275
19,CR,DMN,0,4,label,6,0.0261622685922
19,CR,DMN,0,4,label,7,0.0219195268909
19,CR,DMN,0,4,label,8,0.0183765420056
19,CR,DMN,0,4,label,9,0.0154071489188
19,CR,DMN,0,4,label,10,0.0129202741921
19,CR,DMN,0,4,label,11,0.010836085079
19,CR,DMN,0,4,label,12,0.00908905456248
19,CR,DMN,0,4,label,13,0.00762415544488
19,CR,DMN,0,4,label,14,0.00639551501531
19,CR,DMN,0,4,label,15,0.00536476829817
19,CR,DMN,0,4,label,16,0.00449984939004
19,CR,DMN,0,4,label,17,0.00377393714345
19,CR,DMN,0,4,label,18,0.00316459354989
19,CR,DMN,0,4,label,19,0.00265304122313
19,CR,DMN,0,4,label,20,0.0022235632405
19,CR,DMN,0,4,label,21,0.00186300238785
19,CR,DMN,0,4,label,22,0.00156034394038
19,CR,DMN,0,4,label,23,0.00130636773539
19,CR,DMN,0,4,label,24,0.00109335812524
19,CR,DMN,0,4,label,25,0.000914862163558
19,CR,DMN,0,4,label,26,NA
19,CR,DMN,0,4,label,27,NA
19,CR,DMN,0,4,label,28,NA
19,CR,DMN,0,4,label,29,NA
19,CR,DMN,0,4,label,30,NA
19,CR,DMN,0,4,label,31,NA
19,CR,DMN,0,4,label,32,NA
19,CR,DMN,0,4,label,33,NA
19,CR,DMN,0,4,label,34,NA
19,CR,DMN,0,4,label,35,NA
19,CR,DMN,0,4,label,36,NA
19,CR,DMN,0,4,label,37,NA
19,CR,DMN,0,4,label,38,NA
19,CR,DMN,0,4,label,39,NA
19,CR,DMN,0,4,label,40,NA
19,CR,DMN,0,4,label,41,NA
19,CR,DMN,0,4,label,42,NA
19,CR,DMN,0,4,label,43,NA
19,CR,DMN,0,4,label,44,NA
19,CR,DMN,0,4,label,45,NA
19,CR,DMN,0,4,label,46,NA
19,CR,DMN,0,4,label,47,NA
19,CR,DMN,0,4,label,48,NA
19,CR,DMN,0,4,label,49,NA
19,CR,DMN,0,4,label,50,NA
19,CR,DMN,0,4,label,51,NA
19,CR,DMN,0,4,label,52,NA
19,CR,DMN,0,4,label,53,NA
19,CR,DMN,0,4,label,54,NA
19,CR,DMN,0,4,label,55,NA
19,CR,DMN,0,4,label,56,NA
19,CR,DMN,0,4,label,57,NA
19,CR,DMN,0,4,label,58,NA
19,CR,DMN,0,4,label,59,NA
19,CR,DMN,0,4,label,60,NA
19,CR,DMN,0,4,label,61,NA
19,CR,DMN,0,4,label,62,NA
19,CR,DMN,0,4,label,63,NA
19,CR,DMN,0,4,label,64,NA
19,CR,DMN,0,4,label,65,NA
19,CR,DMN,0,4,label,66,NA
19,CR,DMN,0,4,label,67,NA
19,CR,DMN,0,4,label,68,NA
19,CR,DMN,0,4,label,69,NA
19,CR,DMN,0,4,label,70,NA
19,CR,DMN,0,4,label,71,NA
19,CR,DMN,0,4,label,72,NA
19,CR,DMN,0,4,label,73,NA
19,CR,DMN,0,4,label,74,NA
19,CR,DMN,0,4,label,75,NA
19,CR,DMN,0,4,label,76,NA
19,CR,DMN,0,4,label,77,NA
19,CR,DMN,0,4,label,78,NA
19,CR,DMN,0,4,label,79,NA
19,CR,DMN,0,4,label,80,NA
19,CR,DMN,0,4,label,81,NA
19,CR,DMN,0,4,label,82,NA
19,CR,DMN,0,4,label,83,NA
19,CR,DMN,0,4,label,84,NA
19,CR,DMN,0,4,label,85,NA
19,CR,DMN,0,4,label,86,NA
19,CR,DMN,0,4,label,87,NA
19,CR,DMN,0,4,label,88,NA
19,CR,DMN,0,4,label,89,NA
19,CR,DMN,0,4,label,90,NA
19,CR,DMN,0,4,label,91,NA
19,CR,DMN,0,4,label,92,NA
19,CR,DMN,0,4,label,93,NA
19,CR,DMN,0,4,label,94,NA
19,CR,DMN,0,4,label,95,NA
19,CR,DMN,0,4,label,96,NA
19,CR,DMN,0,4,label,97,NA
19,CR,DMN,0,4,label,98,NA
19,CR,DMN,0,4,label,99,NA
19,CR,DMN,0,5,no_label,0,0.0691129091071
19,CR,DMN,0,5,no_label,1,0.0453585510757
19,CR,DMN,0,5,no_label,2,0.041687357021
19,CR,DMN,0,5,no_label,3,0.0351998454307
19,CR,DMN,0,5,no_label,4,0.0303098932007
19,CR,DMN,0,5,no_label,5,0.0259811112811
19,CR,DMN,0,5,no_label,6,0.0222966382205
19,CR,DMN,0,5,no_label,7,0.0191309904525
19,CR,DMN,0,5,no_label,8,0.0164169118203
19,CR,DMN,0,5,no_label,9,0.0140884970078
19,CR,DMN,0,5,no_label,10,0.0120910311379
19,CR,DMN,0,5,no_label,11,0.010377267274
19,CR,DMN,0,5,no_label,12,0.00890680268304
19,CR,DMN,0,5,no_label,13,0.00764499489622
19,CR,DMN,0,5,no_label,14,0.00656215629951
19,CR,DMN,0,5,no_label,15,0.00563283746438
19,CR,DMN,0,5,no_label,16,0.00483522055345
19,CR,DMN,0,5,no_label,17,0.00415059860905
19,CR,DMN,0,5,no_label,18,0.00356293029243
19,CR,DMN,0,5,no_label,19,0.0030584585944
19,CR,DMN,0,5,no_label,20,0.00262538439728
19,CR,DMN,0,5,no_label,21,0.00225358691116
19,CR,DMN,0,5,no_label,22,0.00193438422529
19,CR,DMN,0,5,no_label,23,0.0016603281831
19,CR,DMN,0,5,no_label,24,0.00142502863672
19,CR,DMN,0,5,no_label,25,0.0012230028528
19,CR,DMN,0,5,no_label,26,0.00104954645528
19,CR,DMN,0,5,no_label,27,0.000900622813833
19,CR,DMN,0,5,no_label,28,NA
19,CR,DMN,0,5,no_label,29,NA
19,CR,DMN,0,5,no_label,30,NA
19,CR,DMN,0,5,no_label,31,NA
19,CR,DMN,0,5,no_label,32,NA
19,CR,DMN,0,5,no_label,33,NA
19,CR,DMN,0,5,no_label,34,NA
19,CR,DMN,0,5,no_label,35,NA
19,CR,DMN,0,5,no_label,36,NA
19,CR,DMN,0,5,no_label,37,NA
19,CR,DMN,0,5,no_label,38,NA
19,CR,DMN,0,5,no_label,39,NA
19,CR,DMN,0,5,no_label,40,NA
19,CR,DMN,0,5,no_label,41,NA
19,CR,DMN,0,5,no_label,42,NA
19,CR,DMN,0,5,no_label,43,NA
19,CR,DMN,0,5,no_label,44,NA
19,CR,DMN,0,5,no_label,45,NA
19,CR,DMN,0,5,no_label,46,NA
19,CR,DMN,0,5,no_label,47,NA
19,CR,DMN,0,5,no_label,48,NA
19,CR,DMN,0,5,no_label,49,NA
19,CR,DMN,0,5,no_label,50,NA
19,CR,DMN,0,5,no_label,51,NA
19,CR,DMN,0,5,no_label,52,NA
19,CR,DMN,0,5,no_label,53,NA
19,CR,DMN,0,5,no_label,54,NA
19,CR,DMN,0,5,no_label,55,NA
19,CR,DMN,0,5,no_label,56,NA
19,CR,DMN,0,5,no_label,57,NA
19,CR,DMN,0,5,no_label,58,NA
19,CR,DMN,0,5,no_label,59,NA
19,CR,DMN,0,5,no_label,60,NA
19,CR,DMN,0,5,no_label,61,NA
19,CR,DMN,0,5,no_label,62,NA
19,CR,DMN,0,5,no_label,63,NA
19,CR,DMN,0,5,no_label,64,NA
19,CR,DMN,0,5,no_label,65,NA
19,CR,DMN,0,5,no_label,66,NA
19,CR,DMN,0,5,no_label,67,NA
19,CR,DMN,0,5,no_label,68,NA
19,CR,DMN,0,5,no_label,69,NA
19,CR,DMN,0,5,no_label,70,NA
19,CR,DMN,0,5,no_label,71,NA
19,CR,DMN,0,5,no_label,72,NA
19,CR,DMN,0,5,no_label,73,NA
19,CR,DMN,0,5,no_label,74,NA
19,CR,DMN,0,5,no_label,75,NA
19,CR,DMN,0,5,no_label,76,NA
19,CR,DMN,0,5,no_label,77,NA
19,CR,DMN,0,5,no_label,78,NA
19,CR,DMN,0,5,no_label,79,NA
19,CR,DMN,0,5,no_label,80,NA
19,CR,DMN,0,5,no_label,81,NA
19,CR,DMN,0,5,no_label,82,NA
19,CR,DMN,0,5,no_label,83,NA
19,CR,DMN,0,5,no_label,84,NA
19,CR,DMN,0,5,no_label,85,NA
19,CR,DMN,0,5,no_label,86,NA
19,CR,DMN,0,5,no_label,87,NA
19,CR,DMN,0,5,no_label,88,NA
19,CR,DMN,0,5,no_label,89,NA
19,CR,DMN,0,5,no_label,90,NA
19,CR,DMN,0,5,no_label,91,NA
19,CR,DMN,0,5,no_label,92,NA
19,CR,DMN,0,5,no_label,93,NA
19,CR,DMN,0,5,no_label,94,NA
19,CR,DMN,0,5,no_label,95,NA
19,CR,DMN,0,5,no_label,96,NA
19,CR,DMN,0,5,no_label,97,NA
19,CR,DMN,0,5,no_label,98,NA
19,CR,DMN,0,5,no_label,99,NA
19,CR,DMN,0,5,label,0,0.0581115617006
19,CR,DMN,0,5,label,1,0.0344064669962
19,CR,DMN,0,5,label,2,0.0323044080515
19,CR,DMN,0,5,label,3,0.0262030223563
19,CR,DMN,0,5,label,4,0.0221770798737
19,CR,DMN,0,5,label,5,0.018537039289
19,CR,DMN,0,5,label,6,0.0155575473957
19,CR,DMN,0,5,label,7,0.0130439303599
19,CR,DMN,0,5,label,8,0.0109421841433
19,CR,DMN,0,5,label,9,0.009179123223
19,CR,DMN,0,5,label,10,0.00770110495406
19,CR,DMN,0,5,label,11,0.00646130890425
19,CR,DMN,0,5,label,12,0.00542117328029
19,CR,DMN,0,5,label,13,0.00454830085091
19,CR,DMN,0,5,label,14,0.00381564632555
19,CR,DMN,0,5,label,15,0.00320056919389
19,CR,DMN,0,5,label,16,0.00268412805847
19,CR,DMN,0,5,label,17,0.00225046638549
19,CR,DMN,0,5,label,18,0.00188630975772
19,CR,DMN,0,5,label,19,0.00158054350107
19,CR,DMN,0,5,label,20,0.00132386186342
19,CR,DMN,0,5,label,21,0.00110847494144
19,CR,DMN,0,5,label,22,0.00092786458823
19,CR,DMN,0,5,label,23,NA
19,CR,DMN,0,5,label,24,NA
19,CR,DMN,0,5,label,25,NA
19,CR,DMN,0,5,label,26,NA
19,CR,DMN,0,5,label,27,NA
19,CR,DMN,0,5,label,28,NA
19,CR,DMN,0,5,label,29,NA
19,CR,DMN,0,5,label,30,NA
19,CR,DMN,0,5,label,31,NA
19,CR,DMN,0,5,label,32,NA
19,CR,DMN,0,5,label,33,NA
19,CR,DMN,0,5,label,34,NA
19,CR,DMN,0,5,label,35,NA
19,CR,DMN,0,5,label,36,NA
19,CR,DMN,0,5,label,37,NA
19,CR,DMN,0,5,label,38,NA
19,CR,DMN,0,5,label,39,NA
19,CR,DMN,0,5,label,40,NA
19,CR,DMN,0,5,label,41,NA
19,CR,DMN,0,5,label,42,NA
19,CR,DMN,0,5,label,43,NA
19,CR,DMN,0,5,label,44,NA
19,CR,DMN,0,5,label,45,NA
19,CR,DMN,0,5,label,46,NA
19,CR,DMN,0,5,label,47,NA
19,CR,DMN,0,5,label,48,NA
19,CR,DMN,0,5,label,49,NA
19,CR,DMN,0,5,label,50,NA
19,CR,DMN,0,5,label,51,NA
19,CR,DMN,0,5,label,52,NA
19,CR,DMN,0,5,label,53,NA
19,CR,DMN,0,5,label,54,NA
19,CR,DMN,0,5,label,55,NA
19,CR,DMN,0,5,label,56,NA
19,CR,DMN,0,5,label,57,NA
19,CR,DMN,0,5,label,58,NA
19,CR,DMN,0,5,label,59,NA
19,CR,DMN,0,5,label,60,NA
19,CR,DMN,0,5,label,61,NA
19,CR,DMN,0,5,label,62,NA
19,CR,DMN,0,5,label,63,NA
19,CR,DMN,0,5,label,64,NA
19,CR,DMN,0,5,label,65,NA
19,CR,DMN,0,5,label,66,NA
19,CR,DMN,0,5,label,67,NA
19,CR,DMN,0,5,label,68,NA
19,CR,DMN,0,5,label,69,NA
19,CR,DMN,0,5,label,70,NA
19,CR,DMN,0,5,label,71,NA
19,CR,DMN,0,5,label,72,NA
19,CR,DMN,0,5,label,73,NA
19,CR,DMN,0,5,label,74,NA
19,CR,DMN,0,5,label,75,NA
19,CR,DMN,0,5,label,76,NA
19,CR,DMN,0,5,label,77,NA
19,CR,DMN,0,5,label,78,NA
19,CR,DMN,0,5,label,79,NA
19,CR,DMN,0,5,label,80,NA
19,CR,DMN,0,5,label,81,NA
19,CR,DMN,0,5,label,82,NA
19,CR,DMN,0,5,label,83,NA
19,CR,DMN,0,5,label,84,NA
19,CR,DMN,0,5,label,85,NA
19,CR,DMN,0,5,label,86,NA
19,CR,DMN,0,5,label,87,NA
19,CR,DMN,0,5,label,88,NA
19,CR,DMN,0,5,label,89,NA
19,CR,DMN,0,5,label,90,NA
19,CR,DMN,0,5,label,91,NA
19,CR,DMN,0,5,label,92,NA
19,CR,DMN,0,5,label,93,NA
19,CR,DMN,0,5,label,94,NA
19,CR,DMN,0,5,label,95,NA
19,CR,DMN,0,5,label,96,NA
19,CR,DMN,0,5,label,97,NA
19,CR,DMN,0,5,label,98,NA
19,CR,DMN,0,5,label,99,NA
19,CR,DMN,0,6,no_label,0,0.040960182251
19,CR,DMN,0,6,no_label,1,0.0268304585537
19,CR,DMN,0,6,no_label,2,0.0246738907044
19,CR,DMN,0,6,no_label,3,0.0208322963375
19,CR,DMN,0,6,no_label,4,0.017939929439
19,CR,DMN,0,6,no_label,5,0.0153784240657
19,CR,DMN,0,6,no_label,6,0.0131982599133
19,CR,DMN,0,6,no_label,7,0.0113248773201
19,CR,DMN,0,6,no_label,8,0.00971860662435
19,CR,DMN,0,6,no_label,9,0.00834044996931
19,CR,DMN,0,6,no_label,10,0.00715806594201
19,CR,DMN,0,6,no_label,11,0.00614351662691
19,CR,DMN,0,6,no_label,12,0.00527291413972
19,CR,DMN,0,6,no_label,13,0.00452577442197
19,CR,DMN,0,6,no_label,14,0.00388454267692
19,CR,DMN,0,6,no_label,15,0.00333416915613
19,CR,DMN,0,6,no_label,16,0.00286175083578
19,CR,DMN,0,6,no_label,17,0.00245622363574
19,CR,DMN,0,6,no_label,18,0.00210809934133
19,CR,DMN,0,6,no_label,19,0.00180924030666
19,CR,DMN,0,6,no_label,20,0.00155266658652
19,CR,DMN,0,6,no_label,21,0.00133239076274
19,CR,DMN,0,6,no_label,22,0.00114327647576
19,CR,DMN,0,6,no_label,23,0.00098091723736
19,CR,DMN,0,6,no_label,24,NA
19,CR,DMN,0,6,no_label,25,NA
19,CR,DMN,0,6,no_label,26,NA
19,CR,DMN,0,6,no_label,27,NA
19,CR,DMN,0,6,no_label,28,NA
19,CR,DMN,0,6,no_label,29,NA
19,CR,DMN,0,6,no_label,30,NA
19,CR,DMN,0,6,no_label,31,NA
19,CR,DMN,0,6,no_label,32,NA
19,CR,DMN,0,6,no_label,33,NA
19,CR,DMN,0,6,no_label,34,NA
19,CR,DMN,0,6,no_label,35,NA
19,CR,DMN,0,6,no_label,36,NA
19,CR,DMN,0,6,no_label,37,NA
19,CR,DMN,0,6,no_label,38,NA
19,CR,DMN,0,6,no_label,39,NA
19,CR,DMN,0,6,no_label,40,NA
19,CR,DMN,0,6,no_label,41,NA
19,CR,DMN,0,6,no_label,42,NA
19,CR,DMN,0,6,no_label,43,NA
19,CR,DMN,0,6,no_label,44,NA
19,CR,DMN,0,6,no_label,45,NA
19,CR,DMN,0,6,no_label,46,NA
19,CR,DMN,0,6,no_label,47,NA
19,CR,DMN,0,6,no_label,48,NA
19,CR,DMN,0,6,no_label,49,NA
19,CR,DMN,0,6,no_label,50,NA
19,CR,DMN,0,6,no_label,51,NA
19,CR,DMN,0,6,no_label,52,NA
19,CR,DMN,0,6,no_label,53,NA
19,CR,DMN,0,6,no_label,54,NA
19,CR,DMN,0,6,no_label,55,NA
19,CR,DMN,0,6,no_label,56,NA
19,CR,DMN,0,6,no_label,57,NA
19,CR,DMN,0,6,no_label,58,NA
19,CR,DMN,0,6,no_label,59,NA
19,CR,DMN,0,6,no_label,60,NA
19,CR,DMN,0,6,no_label,61,NA
19,CR,DMN,0,6,no_label,62,NA
19,CR,DMN,0,6,no_label,63,NA
19,CR,DMN,0,6,no_label,64,NA
19,CR,DMN,0,6,no_label,65,NA
19,CR,DMN,0,6,no_label,66,NA
19,CR,DMN,0,6,no_label,67,NA
19,CR,DMN,0,6,no_label,68,NA
19,CR,DMN,0,6,no_label,69,NA
19,CR,DMN,0,6,no_label,70,NA
19,CR,DMN,0,6,no_label,71,NA
19,CR,DMN,0,6,no_label,72,NA
19,CR,DMN,0,6,no_label,73,NA
19,CR,DMN,0,6,no_label,74,NA
19,CR,DMN,0,6,no_label,75,NA
19,CR,DMN,0,6,no_label,76,NA
19,CR,DMN,0,6,no_label,77,NA
19,CR,DMN,0,6,no_label,78,NA
19,CR,DMN,0,6,no_label,79,NA
19,CR,DMN,0,6,no_label,80,NA
19,CR,DMN,0,6,no_label,81,NA
19,CR,DMN,0,6,no_label,82,NA
19,CR,DMN,0,6,no_label,83,NA
19,CR,DMN,0,6,no_label,84,NA
19,CR,DMN,0,6,no_label,85,NA
19,CR,DMN,0,6,no_label,86,NA
19,CR,DMN,0,6,no_label,87,NA
19,CR,DMN,0,6,no_label,88,NA
19,CR,DMN,0,6,no_label,89,NA
19,CR,DMN,0,6,no_label,90,NA
19,CR,DMN,0,6,no_label,91,NA
19,CR,DMN,0,6,no_label,92,NA
19,CR,DMN,0,6,no_label,93,NA
19,CR,DMN,0,6,no_label,94,NA
19,CR,DMN,0,6,no_label,95,NA
19,CR,DMN,0,6,no_label,96,NA
19,CR,DMN,0,6,no_label,97,NA
19,CR,DMN,0,6,no_label,98,NA
19,CR,DMN,0,6,no_label,99,NA
19,CR,DMN,0,6,label,0,0.0343830684498
19,CR,DMN,0,6,label,1,0.0203881101317
19,CR,DMN,0,6,label,2,0.0191312299097
19,CR,DMN,0,6,label,3,0.0155403938244
19,CR,DMN,0,6,label,4,0.0131565708429
19,CR,DMN,0,6,label,5,0.0110047823158
19,CR,DMN,0,6,label,6,0.00923994442966
19,CR,DMN,0,6,label,7,0.00775034740222
19,CR,DMN,0,6,label,8,0.00650356738969
19,CR,DMN,0,6,label,9,0.00545691814206
19,CR,DMN,0,6,label,10,0.00457880040526
19,CR,DMN,0,6,label,11,0.0038417010424
19,CR,DMN,0,6,label,12,0.00322290752087
19,CR,DMN,0,6,label,13,0.00270332904167
19,CR,DMN,0,6,label,14,0.00226701308996
19,CR,DMN,0,6,label,15,0.00190059652629
19,CR,DMN,0,6,label,16,0.00159289357504
19,CR,DMN,0,6,label,17,0.0013345372357
19,CR,DMN,0,6,label,18,0.00111768580254
19,CR,DMN,0,6,label,19,0.000935776014102
19,CR,DMN,0,6,label,20,NA
19,CR,DMN,0,6,label,21,NA
19,CR,DMN,0,6,label,22,NA
19,CR,DMN,0,6,label,23,NA
19,CR,DMN,0,6,label,24,NA
19,CR,DMN,0,6,label,25,NA
19,CR,DMN,0,6,label,26,NA
19,CR,DMN,0,6,label,27,NA
19,CR,DMN,0,6,label,28,NA
19,CR,DMN,0,6,label,29,NA
19,CR,DMN,0,6,label,30,NA
19,CR,DMN,0,6,label,31,NA
19,CR,DMN,0,6,label,32,NA
19,CR,DMN,0,6,label,33,NA
19,CR,DMN,0,6,label,34,NA
19,CR,DMN,0,6,label,35,NA
19,CR,DMN,0,6,label,36,NA
19,CR,DMN,0,6,label,37,NA
19,CR,DMN,0,6,label,38,NA
19,CR,DMN,0,6,label,39,NA
19,CR,DMN,0,6,label,40,NA
19,CR,DMN,0,6,label,41,NA
19,CR,DMN,0,6,label,42,NA
19,CR,DMN,0,6,label,43,NA
19,CR,DMN,0,6,label,44,NA
19,CR,DMN,0,6,label,45,NA
19,CR,DMN,0,6,label,46,NA
19,CR,DMN,0,6,label,47,NA
19,CR,DMN,0,6,label,48,NA
19,CR,DMN,0,6,label,49,NA
19,CR,DMN,0,6,label,50,NA
19,CR,DMN,0,6,label,51,NA
19,CR,DMN,0,6,label,52,NA
19,CR,DMN,0,6,label,53,NA
19,CR,DMN,0,6,label,54,NA
19,CR,DMN,0,6,label,55,NA
19,CR,DMN,0,6,label,56,NA
19,CR,DMN,0,6,label,57,NA
19,CR,DMN,0,6,label,58,NA
19,CR,DMN,0,6,label,59,NA
19,CR,DMN,0,6,label,60,NA
19,CR,DMN,0,6,label,61,NA
19,CR,DMN,0,6,label,62,NA
19,CR,DMN,0,6,label,63,NA
19,CR,DMN,0,6,label,64,NA
19,CR,DMN,0,6,label,65,NA
19,CR,DMN,0,6,label,66,NA
19,CR,DMN,0,6,label,67,NA
19,CR,DMN,0,6,label,68,NA
19,CR,DMN,0,6,label,69,NA
19,CR,DMN,0,6,label,70,NA
19,CR,DMN,0,6,label,71,NA
19,CR,DMN,0,6,label,72,NA
19,CR,DMN,0,6,label,73,NA
19,CR,DMN,0,6,label,74,NA
19,CR,DMN,0,6,label,75,NA
19,CR,DMN,0,6,label,76,NA
19,CR,DMN,0,6,label,77,NA
19,CR,DMN,0,6,label,78,NA
19,CR,DMN,0,6,label,79,NA
19,CR,DMN,0,6,label,80,NA
19,CR,DMN,0,6,label,81,NA
19,CR,DMN,0,6,label,82,NA
19,CR,DMN,0,6,label,83,NA
19,CR,DMN,0,6,label,84,NA
19,CR,DMN,0,6,label,85,NA
19,CR,DMN,0,6,label,86,NA
19,CR,DMN,0,6,label,87,NA
19,CR,DMN,0,6,label,88,NA
19,CR,DMN,0,6,label,89,NA
19,CR,DMN,0,6,label,90,NA
19,CR,DMN,0,6,label,91,NA
19,CR,DMN,0,6,label,92,NA
19,CR,DMN,0,6,label,93,NA
19,CR,DMN,0,6,label,94,NA
19,CR,DMN,0,6,label,95,NA
19,CR,DMN,0,6,label,96,NA
19,CR,DMN,0,6,label,97,NA
19,CR,DMN,0,6,label,98,NA
19,CR,DMN,0,6,label,99,NA
19,CR,DMN,0,7,no_label,0,0.0245019163654
19,CR,DMN,0,7,no_label,1,0.0159995102589
19,CR,DMN,0,7,no_label,2,0.0147271171384
19,CR,DMN,0,7,no_label,3,0.0124323752765
19,CR,DMN,0,7,no_label,4,0.0107072001353
19,CR,DMN,0,7,no_label,5,0.00917857150748
19,CR,DMN,0,7,no_label,6,0.00787753091833
19,CR,DMN,0,7,no_label,7,0.00675941536196
19,CR,DMN,0,7,no_label,8,0.00580063542198
19,CR,DMN,0,7,no_label,9,0.00497792907194
19,CR,DMN,0,7,no_label,10,0.00427202134325
19,CR,DMN,0,7,no_label,11,0.00366625483863
19,CR,DMN,0,7,no_label,12,0.00314638758845
19,CR,DMN,0,7,no_label,13,0.00270020532973
19,CR,DMN,0,7,no_label,14,0.00231723979802
19,CR,DMN,0,7,no_label,15,0.00198851571972
19,CR,DMN,0,7,no_label,16,0.00170633751844
19,CR,DMN,0,7,no_label,17,0.00146410595426
19,CR,DMN,0,7,no_label,18,0.00125616145043
19,CR,DMN,0,7,no_label,19,0.00107764989858
19,CR,DMN,0,7,no_label,20,0.000924407788835
19,CR,DMN,0,7,no_label,21,NA
19,CR,DMN,0,7,no_label,22,NA
19,CR,DMN,0,7,no_label,23,NA
19,CR,DMN,0,7,no_label,24,NA
19,CR,DMN,0,7,no_label,25,NA
19,CR,DMN,0,7,no_label,26,NA
19,CR,DMN,0,7,no_label,27,NA
19,CR,DMN,0,7,no_label,28,NA
19,CR,DMN,0,7,no_label,29,NA
19,CR,DMN,0,7,no_label,30,NA
19,CR,DMN,0,7,no_label,31,NA
19,CR,DMN,0,7,no_label,32,NA
19,CR,DMN,0,7,no_label,33,NA
19,CR,DMN,0,7,no_label,34,NA
19,CR,DMN,0,7,no_label,35,NA
19,CR,DMN,0,7,no_label,36,NA
19,CR,DMN,0,7,no_label,37,NA
19,CR,DMN,0,7,no_label,38,NA
19,CR,DMN,0,7,no_label,39,NA
19,CR,DMN,0,7,no_label,40,NA
19,CR,DMN,0,7,no_label,41,NA
19,CR,DMN,0,7,no_label,42,NA
19,CR,DMN,0,7,no_label,43,NA
19,CR,DMN,0,7,no_label,44,NA
19,CR,DMN,0,7,no_label,45,NA
19,CR,DMN,0,7,no_label,46,NA
19,CR,DMN,0,7,no_label,47,NA
19,CR,DMN,0,7,no_label,48,NA
19,CR,DMN,0,7,no_label,49,NA
19,CR,DMN,0,7,no_label,50,NA
19,CR,DMN,0,7,no_label,51,NA
19,CR,DMN,0,7,no_label,52,NA
19,CR,DMN,0,7,no_label,53,NA
19,CR,DMN,0,7,no_label,54,NA
19,CR,DMN,0,7,no_label,55,NA
19,CR,DMN,0,7,no_label,56,NA
19,CR,DMN,0,7,no_label,57,NA
19,CR,DMN,0,7,no_label,58,NA
19,CR,DMN,0,7,no_label,59,NA
19,CR,DMN,0,7,no_label,60,NA
19,CR,DMN,0,7,no_label,61,NA
19,CR,DMN,0,7,no_label,62,NA
19,CR,DMN,0,7,no_label,63,NA
19,CR,DMN,0,7,no_label,64,NA
